epoch,coord_mode,input_projection_mode,p,K,d_mlp,ell_global,ell_neuron,ell_abs,ell_global_norm,ell_neuron_norm,ell_abs_norm,sum_alpha2beta2,coherence_in_mean,coherence_out_mean,coherence_mean,coherence_in_weighted,coherence_out_weighted,coherence_joint_weighted,H_in,H_out,top1_in,top2_in,top1_out,top2_out,param_norm_model,train_accuracy,test_accuracy
2000,raw,direct_vocab,23,11,512,-0.0033013783395290375,-7.954826287459582e-05,0.0008075544028542936,-0.13221274316310883,-0.0031857280991971493,0.032340727746486664,0.024970198050141335,0.050652071833610535,0.031108742579817772,0.04088040813803673,0.05063983425498009,0.031049596145749092,0.04085405170917511,2.3978090286254883,2.3976402282714844,0.09316451847553253,0.18524034321308136,0.09312596172094345,0.18605829775333405,23.69089195907166,0.9873737373737373,0.6691729323308271
2200,raw,direct_vocab,23,11,512,-0.004601111635565758,-0.00017447529535274953,0.0010266138706356287,-0.14351193606853485,-0.005442008376121521,0.03202081471681595,0.03206082805991173,0.04830152168869972,0.029378371313214302,0.03883994743227959,0.04827610403299332,0.02936377190053463,0.03883913904428482,2.3978066444396973,2.3976335525512695,0.09319283068180084,0.18520021438598633,0.09325484931468964,0.18650898337364197,25.21739463520171,1.0,0.706766917293233
2400,raw,direct_vocab,23,11,512,-0.005903322249650955,-0.0002796358603518456,0.0012902477756142616,-0.14713403582572937,-0.006969626527279615,0.032158054411411285,0.04012207314372063,0.04647182300686836,0.02824302949011326,0.037357427179813385,0.04643058404326439,0.028257548809051514,0.03737147897481918,2.39780592918396,2.397629737854004,0.09309228509664536,0.1852608621120453,0.09357070922851562,0.18687590956687927,26.672044911036128,1.0,0.706766917293233
2600,raw,direct_vocab,23,11,512,-0.007565381471067667,-0.0004089479334652424,0.0015920544974505901,-0.1536974161863327,-0.008308139629662037,0.032343994826078415,0.049222566187381744,0.04504787549376488,0.02739834226667881,0.03622310981154442,0.04499223083257675,0.02742900140583515,0.03624483197927475,2.3978030681610107,2.3976311683654785,0.09299182146787643,0.18523776531219482,0.09387955069541931,0.18730255961418152,28.071619807610798,1.0,0.706766917293233
2800,raw,direct_vocab,23,11,512,-0.009788106195628643,-0.0005865590064786375,0.0018896977417171001,-0.16484583914279938,-0.009878500364720821,0.0318252369761467,0.05937733128666878,0.04373186454176903,0.026612572371959686,0.03517221659421921,0.0436600036919117,0.026653286069631577,0.035194847732782364,2.397799491882324,2.3976330757141113,0.09291265904903412,0.18528662621974945,0.09413360059261322,0.18769630789756775,29.421117804250105,1.0,0.706766917293233
3000,raw,direct_vocab,23,11,512,-0.011957289651036263,-0.0007920407806523144,0.0022236360237002373,-0.16946722567081451,-0.011225366033613682,0.03151495382189751,0.07055812329053879,0.042780160903930664,0.0260835699737072,0.03443186730146408,0.0426904559135437,0.026131385937333107,0.034448783844709396,2.397787570953369,2.397641658782959,0.09287671744823456,0.18544432520866394,0.09422324597835541,0.187845379114151,30.71998980204095,1.0,0.706766917293233
3200,raw,direct_vocab,23,11,512,-0.01475581806153059,-0.001005295431241393,0.0026204746682196856,-0.17844349145889282,-0.012157131917774677,0.03168964758515358,0.08269182592630386,0.04187185689806938,0.0257265567779541,0.03379920870065689,0.041765786707401276,0.02578076720237732,0.0338057205080986,2.3977773189544678,2.397653341293335,0.09284036606550217,0.1855592131614685,0.09420082718133926,0.1878802478313446,31.965501308845155,1.0,0.706766917293233
3400,raw,direct_vocab,23,11,512,-0.010916567407548428,-0.0012509779771789908,0.0030337939970195293,-0.11409340053796768,-0.01307446975260973,0.031707391142845154,0.09568097442388535,0.040941592305898666,0.025764890015125275,0.03335323929786682,0.040823571383953094,0.0258245337754488,0.03335109353065491,2.3977699279785156,2.3976657390594482,0.09286116808652878,0.1856997311115265,0.09410224109888077,0.18783241510391235,33.15623251207126,1.0,0.706766917293233
3600,raw,direct_vocab,23,11,512,-0.027678556740283966,-0.001556828268803656,0.0034840598236769438,-0.25277993083000183,-0.014218044467270374,0.03181887045502663,0.10949665307998657,0.040045708417892456,0.02597479335963726,0.03301025182008743,0.039918866008520126,0.026040969416499138,0.03300226107239723,2.3977649211883545,2.3976776599884033,0.09294795244932175,0.18586695194244385,0.09400463849306107,0.18776294589042664,34.297025376948234,1.0,0.706766917293233
3800,raw,direct_vocab,23,11,512,-0.025502588599920273,-0.001872462686151266,0.003911795560270548,-0.20549458265304565,-0.015087917447090149,0.03152044117450714,0.12410345673561096,0.039149507880210876,0.026229210197925568,0.03268935903906822,0.03901112452149391,0.026301255449652672,0.03267713636159897,2.397759437561035,2.3976869583129883,0.0931125208735466,0.18606188893318176,0.09394276887178421,0.18771472573280334,35.3916942443333,1.0,0.706766917293233
4000,raw,direct_vocab,23,11,512,-0.02151058055460453,-0.0022182841785252094,0.0043663703836500645,-0.15424808859825134,-0.01590687409043312,0.031310372054576874,0.1394544392824173,0.0383472815155983,0.02653747797012329,0.032442379742860794,0.03820322826504707,0.026613758876919746,0.03243175894021988,2.3977532386779785,2.3976974487304688,0.09323608130216599,0.18624913692474365,0.09389128535985947,0.18764649331569672,36.44266553222678,1.0,0.706766917293233
4200,raw,direct_vocab,23,11,512,-0.020099638029932976,-0.0025852650869637728,0.004854587838053703,-0.12927596271038055,-0.01662779413163662,0.03122352436184883,0.15547853708267212,0.037737566977739334,0.026898538693785667,0.032318051904439926,0.037588588893413544,0.026979614049196243,0.03231026232242584,2.397747755050659,2.3977103233337402,0.09328772127628326,0.18641126155853271,0.09387607872486115,0.18755939602851868,37.451043075479305,1.0,0.706766917293233
4400,raw,direct_vocab,23,11,512,-0.017983175814151764,-0.003003119956701994,0.0054199001751840115,-0.10448641330003738,-0.017448822036385536,0.03149087354540825,0.1721101850271225,0.037131037563085556,0.02744225412607193,0.032286643981933594,0.03697742149233818,0.02752739191055298,0.032280515879392624,2.397742748260498,2.3977210521698,0.09326465427875519,0.18651965260505676,0.0938776284456253,0.18748393654823303,38.41943967220973,1.0,0.706766917293233
4600,raw,direct_vocab,23,11,512,-0.017330627888441086,-0.0034929863177239895,0.006041953340172768,-0.09153303503990173,-0.018448473885655403,0.03191103786230087,0.18933741748332977,0.036579929292201996,0.028047502040863037,0.032313715666532516,0.03641945868730545,0.028134839609265327,0.03230706602334976,2.3977339267730713,2.3977293968200684,0.09343346953392029,0.18668967485427856,0.0938773825764656,0.1874258667230606,39.3516974387204,1.0,0.706766917293233
4800,raw,direct_vocab,23,11,512,-0.017382880672812462,-0.004014324396848679,0.006708889733999968,-0.08392981439828873,-0.019382374361157417,0.032392553985118866,0.20711210370063782,0.036076098680496216,0.028699588030576706,0.03238784521818161,0.0359109565615654,0.028787579387426376,0.032381683588027954,2.3977205753326416,2.3977365493774414,0.09359458833932877,0.1869448572397232,0.09386435896158218,0.18738314509391785,40.249822580645464,1.0,0.706766917293233
5000,raw,direct_vocab,23,11,512,-0.017351051792502403,-0.004528534598648548,0.007397256791591644,-0.07697919011116028,-0.020091170445084572,0.03281846269965172,0.22539924085140228,0.035669099539518356,0.029341286048293114,0.03250519186258316,0.03549720346927643,0.029429135844111443,0.032498374581336975,2.397704839706421,2.3977441787719727,0.09372984617948532,0.1872856616973877,0.09385452419519424,0.1873358190059662,41.115579842216974,1.0,0.706766917293233
5200,raw,direct_vocab,23,11,512,-0.015357665717601776,-0.005022440571337938,0.008028446696698666,-0.06289808452129364,-0.020569654181599617,0.03288090229034424,0.2441674768924713,0.03534626588225365,0.029964279383420944,0.032655272632837296,0.03516487404704094,0.03005124442279339,0.03264578804373741,2.3976898193359375,2.397753953933716,0.09385127574205399,0.18760427832603455,0.09383510053157806,0.18728786706924438,41.95117983153528,1.0,0.706766917293233
5400,raw,direct_vocab,23,11,512,-0.011332545429468155,-0.005528133362531662,0.008668818511068821,-0.04302120953798294,-0.020986193791031837,0.032909028232097626,0.26341763138771057,0.03501744568347931,0.03060564585030079,0.032811544835567474,0.0348258800804615,0.030690312385559082,0.03279832378029823,2.397675037384033,2.397763729095459,0.09395692497491837,0.18787753582000732,0.09378083795309067,0.18720784783363342,42.76008638664062,1.0,0.706766917293233
5600,raw,direct_vocab,23,11,512,-0.0074971746653318405,-0.006088725756853819,0.009371234104037285,-0.026490874588489532,-0.02151419408619404,0.03311276435852051,0.28300970792770386,0.0346728153526783,0.03128531202673912,0.03297906368970871,0.03447200357913971,0.03136686980724335,0.032961633056402206,2.3976640701293945,2.3977742195129395,0.09409312158823013,0.18808582425117493,0.09367844462394714,0.18706762790679932,43.53950688361053,1.0,0.7218045112781954
5800,raw,direct_vocab,23,11,512,-0.004274936392903328,-0.006589103955775499,0.010064526461064816,-0.01411768514662981,-0.021760065108537674,0.033237408846616745,0.30280718207359314,0.0343647338449955,0.031964920461177826,0.03316482901573181,0.034157801419496536,0.0320436954498291,0.03314421325922012,2.3976540565490723,2.397782325744629,0.09426183998584747,0.18828324973583221,0.09359069168567657,0.18696022033691406,44.287188921166155,1.0,0.7218045112781954
6000,raw,direct_vocab,23,11,512,-0.002419235184788704,-0.007119732443243265,0.010767522267997265,-0.0074954829178750515,-0.022058967500925064,0.03336086496710777,0.32275909185409546,0.03411109372973442,0.03267628327012062,0.03339368849992752,0.03390048071742058,0.03275288641452789,0.03337055817246437,2.397646903991699,2.397787094116211,0.09438182413578033,0.18841251730918884,0.09353288263082504,0.18689368665218353,45.00466081006395,1.0,0.7518796992481203
6200,raw,direct_vocab,23,11,512,1.7063692212104797e-05,-0.0076475683599710464,0.011417374946177006,4.9794693040894344e-05,-0.02231687679886818,0.03331780061125755,0.3426809310913086,0.033823829144239426,0.033425889909267426,0.033624857664108276,0.03360799700021744,0.03350122645497322,0.03359882906079292,2.3976399898529053,2.3977906703948975,0.09450847655534744,0.18852916359901428,0.09348278492689133,0.18683752417564392,45.68874773860491,1.0,0.7518796992481203
6400,raw,direct_vocab,23,11,512,0.001040467992424965,-0.00824463739991188,0.012067124247550964,0.0028707829769700766,-0.02274799905717373,0.03329472616314888,0.362433522939682,0.033564627170562744,0.034174203872680664,0.033869415521621704,0.033344462513923645,0.03424881398677826,0.03384097293019295,2.3976335525512695,2.397793769836426,0.09462522715330124,0.18862523138523102,0.0934310033917427,0.18678465485572815,46.338496151536226,1.0,0.7819548872180451
6600,raw,direct_vocab,23,11,512,0.0016566645354032516,-0.008900387212634087,0.012713323347270489,0.004337542690336704,-0.023303335532546043,0.03328651189804077,0.3819361925125122,0.03337804228067398,0.03493300825357437,0.034155525267124176,0.03315335884690285,0.03500731661915779,0.034124523401260376,2.3976261615753174,2.3977956771850586,0.0947265699505806,0.188711017370224,0.09338830411434174,0.18674254417419434,46.95407262978833,1.0,0.7819548872180451
6800,raw,direct_vocab,23,11,512,0.002829022705554962,-0.009550410322844982,0.013428403064608574,0.00705481693148613,-0.02381613850593567,0.033486802130937576,0.4010058343410492,0.033209946006536484,0.03566304221749306,0.03443649411201477,0.03298063948750496,0.03573770076036453,0.03440268710255623,2.397618532180786,2.3977975845336914,0.09480617195367813,0.1888641119003296,0.09335915744304657,0.18670101463794708,47.53386179954376,1.0,0.7969924812030075
7000,raw,direct_vocab,23,11,512,0.005069678649306297,-0.010127710178494453,0.014090577140450478,0.012086776085197926,-0.024145785719156265,0.03359377756714821,0.4194400906562805,0.03307105600833893,0.03635256737470627,0.0347118116915226,0.032835472375154495,0.036428071558475494,0.03467395529150963,2.397611379623413,2.397799015045166,0.09486551582813263,0.18900087475776672,0.09333555400371552,0.18665367364883423,48.075481829358715,1.0,0.7969924812030075
7200,raw,direct_vocab,23,11,512,0.00713343545794487,-0.010659657418727875,0.014764027670025826,0.01632387563586235,-0.024393144994974136,0.03378542512655258,0.4369939863681793,0.03292905166745186,0.037015244364738464,0.03497214615345001,0.032687392085790634,0.0370919294655323,0.03493047505617142,2.3976027965545654,2.3978002071380615,0.09493789821863174,0.1891290843486786,0.09332001209259033,0.1866113543510437,48.57526527446222,1.0,0.7969924812030075
7400,raw,direct_vocab,23,11,512,0.007559433579444885,-0.011103510856628418,0.01539774052798748,0.01667521707713604,-0.024493031203746796,0.033965595066547394,0.45333346724510193,0.032780326902866364,0.03763730823993683,0.035208817571401596,0.032533612102270126,0.03771562501788139,0.035164304077625275,2.3975942134857178,2.3978002071380615,0.09501151740550995,0.18924906849861145,0.09331578761339188,0.18658173084259033,49.02745688204021,1.0,0.8120300751879699
7600,raw,direct_vocab,23,11,512,0.00690421462059021,-0.011459952220320702,0.015942176803946495,0.014745354652404785,-0.024475060403347015,0.03404776379466057,0.4682298004627228,0.032601915299892426,0.03821437060832977,0.0354081429541111,0.03235302492976189,0.03829498961567879,0.03536242991685867,2.39758563041687,2.397798776626587,0.09506087750196457,0.1893511861562729,0.09332308173179626,0.18657048046588898,49.42931397539445,1.0,0.8120300751879699
7800,raw,direct_vocab,23,11,512,0.006979040801525116,-0.011776542291045189,0.016379673033952713,0.014493328519165516,-0.024456268176436424,0.034015558660030365,0.4815347194671631,0.03246269002556801,0.0387369841337204,0.035599835216999054,0.03221184387803078,0.03882051631808281,0.03555259108543396,2.3975777626037598,2.397796154022217,0.09509928524494171,0.18944033980369568,0.09333694726228714,0.18657860159873962,49.780168597011354,1.0,0.8270676691729323
8000,raw,direct_vocab,23,11,512,0.007687631994485855,-0.01208384707570076,0.016755236312747,0.015593066811561584,-0.02451004832983017,0.03398517519235611,0.4930160343647003,0.03226682171225548,0.03921651095151901,0.035741664469242096,0.032012585550546646,0.039303407073020935,0.035692520439624786,2.397568941116333,2.397792339324951,0.09516163915395737,0.18955951929092407,0.09336463361978531,0.18661117553710938,50.077392496592836,1.0,0.8721804511278195
8200,raw,direct_vocab,23,11,512,0.007984276860952377,-0.01241223979741335,0.017084332183003426,0.015887513756752014,-0.024698495864868164,0.033995259553194046,0.5025504231452942,0.032038141041994095,0.039653412997722626,0.03584577888250351,0.03178076446056366,0.039744384586811066,0.0357951782643795,2.3975586891174316,2.3977859020233154,0.0952257513999939,0.18970322608947754,0.0934089720249176,0.18667036294937134,50.32045987111629,1.0,0.8721804511278195
8400,raw,direct_vocab,23,11,512,0.008654385805130005,-0.01270745787769556,0.017375575378537178,0.016962986439466476,-0.0249071903526783,0.03405691310763359,0.510192334651947,0.03185627609491348,0.040038708597421646,0.035947494208812714,0.03159717842936516,0.04013454169034958,0.03589626029133797,2.397549629211426,2.3977785110473633,0.09525301307439804,0.18981415033340454,0.09346727281808853,0.18675100803375244,50.512729966532945,1.0,0.8721804511278195
8600,raw,direct_vocab,23,11,512,0.01095617190003395,-0.01297803409397602,0.01765122078359127,0.021230852231383324,-0.02514881268143654,0.03420450538396835,0.5160495638847351,0.031700070947408676,0.040376465767621994,0.036038268357515335,0.03143998980522156,0.04047758877277374,0.03598719462752342,2.3975415229797363,2.39776873588562,0.09528259187936783,0.18990716338157654,0.09353350847959518,0.18684923648834229,50.65861514180917,1.0,0.8721804511278195
8800,raw,direct_vocab,23,11,512,0.012673765420913696,-0.013179736211895943,0.017867106944322586,0.024362938478589058,-0.02533557265996933,0.034346166998147964,0.5202067494392395,0.0315399207174778,0.04067499563097954,0.03610745817422867,0.03127877041697502,0.04078172147274017,0.036057017743587494,2.397533416748047,2.3977584838867188,0.09529843926429749,0.18999484181404114,0.0936025083065033,0.18695735931396484,50.761582729954355,1.0,0.8872180451127819
9000,raw,direct_vocab,23,11,512,0.015334822237491608,-0.013348199427127838,0.017982766032218933,0.029329294338822365,-0.025529690086841583,0.034393735229969025,0.5228500366210938,0.031364552676677704,0.04091789945960045,0.03614122420549393,0.03110351786017418,0.04102984443306923,0.03609141707420349,2.3975279331207275,2.397747278213501,0.09532182663679123,0.19006556272506714,0.09367305040359497,0.18706253170967102,50.826936179611,1.0,0.9022556390977443
9200,raw,direct_vocab,23,11,512,0.018225450068712234,-0.01343530137091875,0.018043741583824158,0.034768231213092804,-0.02563018538057804,0.03442159295082092,0.5241983532905579,0.031192045658826828,0.041130516678094864,0.036161281168460846,0.03093184158205986,0.04124733433127403,0.03611219301819801,2.3975226879119873,2.397735834121704,0.09534987062215805,0.19012612104415894,0.09374441206455231,0.1871647834777832,50.860443057141666,1.0,0.9022556390977443
9400,raw,direct_vocab,23,11,512,0.022225888445973396,-0.013459809124469757,0.018056515604257584,0.04237779602408409,-0.02566363289952278,0.03442810848355293,0.5244701504707336,0.030992744490504265,0.04128973186016083,0.03614123910665512,0.030734509229660034,0.041411142796278,0.03609313443303108,2.397517681121826,2.39772367477417,0.09537606686353683,0.19017435610294342,0.09381192922592163,0.187261164188385,50.86754206699494,1.0,0.9172932330827067
9600,raw,direct_vocab,23,11,512,0.02762400172650814,-0.013460174202919006,0.018056124448776245,0.05272871255874634,-0.025692788884043694,0.03446554020047188,0.5238891839981079,0.03078235499560833,0.04143654182553291,0.03610944747924805,0.030526433140039444,0.041562434285879135,0.03606189414858818,2.3975133895874023,2.397711753845215,0.09539207816123962,0.19020304083824158,0.09388092905282974,0.18735164403915405,50.853647911033626,1.0,0.9323308270676691
9800,raw,direct_vocab,23,11,512,0.033731698989868164,-0.013438527472317219,0.018011756241321564,0.06454084813594818,-0.02571272850036621,0.034462954849004745,0.5226410627365112,0.03058573417365551,0.04159814491868019,0.036091938614845276,0.030331987887620926,0.04172815382480621,0.03604493290185928,2.397507905960083,2.3976998329162598,0.09541700780391693,0.19023548066616058,0.09393973648548126,0.18742966651916504,50.82323744945564,1.0,0.9323308270676691
10000,raw,direct_vocab,23,11,512,0.040615927428007126,-0.013403039425611496,0.017916062846779823,0.07797720283269882,-0.02573206089437008,0.034396469593048096,0.520869255065918,0.03038853593170643,0.04170984402298927,0.036049190908670425,0.030138252303004265,0.04184379056096077,0.03600342571735382,2.3975038528442383,2.397688388824463,0.09542374312877655,0.19024494290351868,0.09399832785129547,0.1875036656856537,50.779792046378425,1.0,0.9473684210526315
10200,raw,direct_vocab,23,11,512,0.04711436480283737,-0.013339932076632977,0.017787141725420952,0.09082725644111633,-0.02571677230298519,0.034290120005607605,0.5187249779701233,0.030167246237397194,0.04177425801753998,0.03597075119614601,0.029921194538474083,0.04191200062632561,0.03592642396688461,2.3975014686584473,2.397676706314087,0.09542957693338394,0.1902458518743515,0.09404849261045456,0.18756525218486786,50.72696497510902,1.0,0.9473684210526315
10400,raw,direct_vocab,23,11,512,0.05241355299949646,-0.01329340972006321,0.017672523856163025,0.10150837153196335,-0.025745103135704994,0.03422605246305466,0.5163471102714539,0.029953043907880783,0.0418754480779171,0.03591424599289894,0.029711585491895676,0.042017050087451935,0.035871729254722595,2.397500991821289,2.397665500640869,0.09540686756372452,0.19023095071315765,0.09409904479980469,0.18762677907943726,50.668189042626885,1.0,0.9624060150375939
10600,raw,direct_vocab,23,11,512,0.058341145515441895,-0.013266835361719131,0.01755594275891781,0.11355945467948914,-0.02582353539764881,0.034172166138887405,0.5137497782707214,0.02973983809351921,0.04190027341246605,0.03582005575299263,0.02950211614370346,0.042044978588819504,0.0357789546251297,2.3975000381469727,2.3976545333862305,0.09538199007511139,0.1902494877576828,0.09413821995258331,0.1876762956380844,50.60377520926366,1.0,0.9624060150375939
10800,raw,direct_vocab,23,11,512,0.0651797503232956,-0.013236753642559052,0.017418818548321724,0.12753358483314514,-0.0258996170014143,0.034082431346178055,0.5110791325569153,0.02951003797352314,0.041911233216524124,0.03571063652634621,0.02927553281188011,0.04205896705389023,0.03567037731409073,2.397498607635498,2.3976449966430664,0.09535785764455795,0.1902722716331482,0.09417548030614853,0.18772351741790771,50.53728657124732,1.0,0.9624060150375939
11000,raw,direct_vocab,23,11,512,0.07141415774822235,-0.013206059113144875,0.017294101417064667,0.14046432077884674,-0.02597496286034584,0.0340157225728035,0.5084149241447449,0.02927650325000286,0.04197963327169418,0.0356280691921711,0.029045455157756805,0.04213002324104309,0.0355888269841671,2.3974974155426025,2.3976356983184814,0.09533609449863434,0.19029265642166138,0.09420928359031677,0.18776161968708038,50.47056885267393,1.0,0.9624060150375939
11200,raw,direct_vocab,23,11,512,0.07694698870182037,-0.013155034743249416,0.017174456268548965,0.15215426683425903,-0.026012644171714783,0.03396061062812805,0.5057169198989868,0.029030291363596916,0.042012859135866165,0.035521574318408966,0.028802573680877686,0.042166195809841156,0.03548329696059227,2.397495746612549,2.3976268768310547,0.0953129306435585,0.19030633568763733,0.09424159675836563,0.18779724836349487,50.402757744802514,1.0,0.9624060150375939
11400,raw,direct_vocab,23,11,512,0.08176635205745697,-0.013097608461976051,0.017057737335562706,0.16255390644073486,-0.026038428768515587,0.03391128033399582,0.5030106902122498,0.028776610270142555,0.04200747609138489,0.03539204224944115,0.028552263975143433,0.0421629436314106,0.03535471484065056,2.397494077682495,2.397618293762207,0.09529553353786469,0.19031962752342224,0.09427057206630707,0.18783071637153625,50.334458765917134,1.0,0.9624060150375939
11600,raw,direct_vocab,23,11,512,0.08575047552585602,-0.01303552184253931,0.016978928819298744,0.17136716842651367,-0.026050705462694168,0.033931367099285126,0.500390350818634,0.02853730134665966,0.042011115700006485,0.0352742075920105,0.02831624075770378,0.0421680323779583,0.03523803502321243,2.3974931240081787,2.397610902786255,0.09527654945850372,0.19032080471515656,0.09429024904966354,0.18784917891025543,50.26787131676405,1.0,0.9624060150375939
11800,raw,direct_vocab,23,11,512,0.08928631991147995,-0.012962372973561287,0.01690509356558323,0.17934545874595642,-0.0260369423776865,0.033956509083509445,0.49784544110298157,0.028311191126704216,0.04204505309462547,0.03517812117934227,0.028092822059988976,0.0422029048204422,0.03514296934008598,2.397491455078125,2.39760422706604,0.09525937587022781,0.19032621383666992,0.0943068116903305,0.18786397576332092,50.20288184659447,1.0,0.9624060150375939
12000,raw,direct_vocab,23,11,512,0.09236721694469452,-0.01286214031279087,0.016831975430250168,0.18645106256008148,-0.025963321328163147,0.03397677093744278,0.49539658427238464,0.028102779760956764,0.042116668075323105,0.03510972484946251,0.027887390926480293,0.042276106774806976,0.035075657069683075,2.3974900245666504,2.397597551345825,0.09524038434028625,0.19033461809158325,0.09432197362184525,0.18788406252861023,50.14001392195409,1.0,0.9624060150375939
12200,raw,direct_vocab,23,11,512,0.09487767517566681,-0.0127628855407238,0.01677965186536312,0.19243241846561432,-0.025885889306664467,0.034032758325338364,0.4930441379547119,0.02792692370712757,0.042231347411870956,0.03507913649082184,0.02771393395960331,0.04239168390631676,0.035045918077230453,2.397489070892334,2.3975918292999268,0.09521640837192535,0.1903325915336609,0.09432876855134964,0.18789145350456238,50.079323064841965,1.0,0.9624060150375939
12400,raw,direct_vocab,23,11,512,0.09655345231294632,-0.012663249857723713,0.016736315563321114,0.19674567878246307,-0.025803735479712486,0.03410336747765541,0.49075257778167725,0.027768010273575783,0.04230618476867676,0.035037096589803696,0.02755710296332836,0.0424676239490509,0.03500460833311081,2.397487163543701,2.3975861072540283,0.09519170224666595,0.19033512473106384,0.09433849900960922,0.18790023028850555,50.01998013879991,1.0,0.9624060150375939
