epoch,coord_mode,input_projection_mode,p,K,d_mlp,ell_global,ell_neuron,ell_abs,ell_global_norm,ell_neuron_norm,ell_abs_norm,sum_alpha2beta2,coherence_in_mean,coherence_out_mean,coherence_mean,coherence_in_weighted,coherence_out_weighted,coherence_joint_weighted,H_in,H_out,top1_in,top2_in,top1_out,top2_out,param_norm_model,train_accuracy,test_accuracy
12600,raw,direct_vocab,23,11,512,0.09746985137462616,-0.012573505751788616,0.016690406948328018,0.1995004564523697,-0.025735344737768173,0.03416178375482559,0.48856955766677856,0.02760104089975357,0.04242077097296715,0.03501090407371521,0.02739233337342739,0.04258306324481964,0.034979380667209625,2.3974862098693848,2.3975813388824463,0.09517353028059006,0.19033971428871155,0.09434811025857925,0.18790820240974426,49.96318713172104,1.0,0.9624060150375939
12800,raw,direct_vocab,23,11,512,0.09726151078939438,-0.0124810840934515,0.016631994396448135,0.19993582367897034,-0.025656765326857567,0.03418959304690361,0.48646366596221924,0.02742556482553482,0.042552195489406586,0.0349888801574707,0.027219124138355255,0.04271543398499489,0.034958403557538986,2.397484540939331,2.3975772857666016,0.09518982470035553,0.19035114347934723,0.09435360133647919,0.18791063129901886,49.9081480540753,1.0,0.9624060150375939
13000,raw,direct_vocab,23,11,512,0.09660200774669647,-0.012401669286191463,0.01659606397151947,0.19940556585788727,-0.025599487125873566,0.034257542341947556,0.48444992303848267,0.027257947251200676,0.042680758982896805,0.034969352185726166,0.02705339901149273,0.042845144867897034,0.03494005650281906,2.3974826335906982,2.3975725173950195,0.09521353989839554,0.19037112593650818,0.0943620502948761,0.18791943788528442,49.85520783275179,1.0,0.9624060150375939
13200,raw,direct_vocab,23,11,512,0.09530020505189896,-0.012338317930698395,0.01656590960919857,0.19750390946865082,-0.025570416823029518,0.03433184325695038,0.4825231432914734,0.027090001851320267,0.04281698912382126,0.03495349735021591,0.02688724547624588,0.04298235848546028,0.03492528945207596,2.3974812030792236,2.397568702697754,0.09523681551218033,0.1903923898935318,0.09436923265457153,0.18792566657066345,49.80437561176854,1.0,0.9624060150375939
13400,raw,direct_vocab,23,11,512,0.09363119304180145,-0.012290111742913723,0.01653018407523632,0.19478106498718262,-0.025567132979631424,0.03438775986433029,0.48069965839385986,0.0269328486174345,0.04297136142849922,0.03495210409164429,0.026732008904218674,0.043137326836586,0.0349251888692379,2.39747953414917,2.3975651264190674,0.09525896608829498,0.1904102861881256,0.09437292069196701,0.1879272162914276,49.75607370077735,1.0,0.9624060150375939
13600,raw,direct_vocab,23,11,512,0.0915990024805069,-0.012237454764544964,0.016498921439051628,0.19124743342399597,-0.025550296530127525,0.03444771468639374,0.47895547747612,0.02678157016634941,0.043135304003953934,0.03495843708515167,0.026582883670926094,0.04330171272158623,0.03493272513151169,2.397477626800537,2.397562265396118,0.09528078138828278,0.19042928516864777,0.09437341243028641,0.1879248321056366,49.70964767794703,1.0,0.9624060150375939
13800,raw,direct_vocab,23,11,512,0.08953589200973511,-0.012181323021650314,0.016468890011310577,0.18760564923286438,-0.025523673743009567,0.03450746461749077,0.47725585103034973,0.026644455268979073,0.04325271025300026,0.03494858369231224,0.026448015123605728,0.04341951012611389,0.0349239818751812,2.3974757194519043,2.397559881210327,0.09530843049287796,0.19044941663742065,0.09437384456396103,0.187924325466156,49.66436420881299,1.0,0.9624060150375939
14000,raw,direct_vocab,23,11,512,0.08768373727798462,-0.012132291682064533,0.016437161713838577,0.18435147404670715,-0.025507647544145584,0.034558460116386414,0.47563350200653076,0.026511818170547485,0.04335331916809082,0.03493256866931915,0.0263178963214159,0.043520621955394745,0.034909218549728394,2.3974735736846924,2.397557497024536,0.09533814340829849,0.19047103822231293,0.09437619894742966,0.1879233717918396,49.62094353304233,1.0,0.9624060150375939
14200,raw,direct_vocab,23,11,512,0.08617131412029266,-0.012092987075448036,0.016415365040302277,0.18176239728927612,-0.025507912039756775,0.03462516516447067,0.4740876853466034,0.026368724182248116,0.04348153620958328,0.034925129264593124,0.02617751620709896,0.04364890977740288,0.034903012216091156,2.3974714279174805,2.3975560665130615,0.0953681617975235,0.19049745798110962,0.09437583386898041,0.18791985511779785,49.57947179466014,1.0,0.9624060150375939
14400,raw,direct_vocab,23,11,512,0.08431366086006165,-0.012064628303050995,0.016392158344388008,0.17841115593910217,-0.025529246777296066,0.03468647599220276,0.4725806713104248,0.026217145845294,0.043561901897192,0.034889522939920425,0.026028333231806755,0.043729517608881,0.034868624061346054,2.3974692821502686,2.397554636001587,0.09539873898029327,0.19052526354789734,0.09437590837478638,0.18791823089122772,49.53896331897499,1.0,0.9624060150375939
14600,raw,direct_vocab,23,11,512,0.08257688581943512,-0.012035079300403595,0.016365058720111847,0.17526376247406006,-0.02554362826049328,0.034733712673187256,0.4711577892303467,0.0260697603225708,0.0436575673520565,0.0348636656999588,0.025883130729198456,0.04382571205496788,0.0348440520465374,2.3974664211273193,2.3975534439086914,0.09542962908744812,0.1905546337366104,0.09437942504882812,0.18791797757148743,49.50055116288795,1.0,0.9624060150375939
14800,raw,direct_vocab,23,11,512,0.08058027923107147,-0.012004819698631763,0.01633315160870552,0.17152217030525208,-0.025553308427333832,0.0347665436565876,0.4697951078414917,0.025915445759892464,0.04377718269824982,0.034846313297748566,0.025730924680829048,0.04394589364528656,0.03482791781425476,2.3974645137786865,2.397552013397217,0.0954599604010582,0.1905805617570877,0.09438163042068481,0.1879170536994934,49.4636565602716,1.0,0.9774436090225563
15000,raw,direct_vocab,23,11,512,0.07870358973741531,-0.011980850249528885,0.016301702708005905,0.16799652576446533,-0.025573689490556717,0.03479675203561783,0.46848344802856445,0.02575426548719406,0.04386812075972557,0.03481119126081467,0.02557198889553547,0.044037073850631714,0.034793976694345474,2.3974626064300537,2.3975510597229004,0.09549223631620407,0.190608948469162,0.09438508749008179,0.18791939318180084,49.428013717314826,1.0,0.9774436090225563
15200,raw,direct_vocab,23,11,512,0.07714664936065674,-0.011952846311032772,0.01627534255385399,0.16511447727680206,-0.025582289323210716,0.03483358770608902,0.46723130345344543,0.02558170072734356,0.043977174907922745,0.03477943688631058,0.025401709601283073,0.04414650425314903,0.034763455390930176,2.3974599838256836,2.397549867630005,0.09552747011184692,0.19063399732112885,0.09439122676849365,0.18792128562927246,49.393936736487454,1.0,0.9774436090225563
15400,raw,direct_vocab,23,11,512,0.07498954236507416,-0.011919094249606133,0.016240371391177177,0.1609141230583191,-0.025576241314411163,0.034848928451538086,0.4660221338272095,0.025416336953639984,0.044085945934057236,0.03475113958120346,0.02523813024163246,0.04425564035773277,0.034735895693302155,2.3974578380584717,2.3975493907928467,0.09556197375059128,0.1906593143939972,0.0943945124745369,0.1879250407218933,49.36098001110037,1.0,0.9774436090225563
15600,raw,direct_vocab,23,11,512,0.07235155999660492,-0.01187715120613575,0.016200315207242966,0.1556471437215805,-0.025550860911607742,0.03485111892223358,0.4648434817790985,0.025281565263867378,0.04418185353279114,0.03473170846700668,0.02510433830320835,0.044351477175951004,0.03471650928258896,2.3974547386169434,2.3975489139556885,0.09559660404920578,0.19069397449493408,0.09439320862293243,0.18792209029197693,49.32877583115154,1.0,0.9774436090225563
15800,raw,direct_vocab,23,11,512,0.06876423954963684,-0.011850395239889622,0.016171852126717567,0.14829646050930023,-0.025556474924087524,0.03487609699368477,0.46369442343711853,0.02512992173433304,0.04425659775733948,0.03469325974583626,0.024953918531537056,0.044426653534173965,0.03467821702361107,2.397451400756836,2.397547960281372,0.095634326338768,0.1907372772693634,0.09439197927713394,0.18792158365249634,49.29734052870525,1.0,0.9774436090225563
16000,raw,direct_vocab,23,11,512,0.06466813385486603,-0.011830540373921394,0.016144689172506332,0.13979607820510864,-0.02557462453842163,0.0349007174372673,0.4625890254974365,0.024978874251246452,0.04434259980916977,0.034660737961530685,0.024804269894957542,0.04451277479529381,0.03464584797620773,2.3974480628967285,2.397548198699951,0.09567169845104218,0.19078317284584045,0.09438930451869965,0.18792107701301575,49.26707449104574,1.0,0.9774436090225563
16200,raw,direct_vocab,23,11,512,0.05975691229104996,-0.011816282756626606,0.016119031235575676,0.12948089838027954,-0.02560344524681568,0.03492661193013191,0.46151143312454224,0.02484048716723919,0.04439566656947136,0.0346180759370327,0.024666672572493553,0.04456588625907898,0.03460313007235527,2.3974449634552,2.397547960281372,0.09570877254009247,0.19082987308502197,0.09438516944646835,0.18791577219963074,49.237488992287425,1.0,0.9774436090225563
16400,raw,direct_vocab,23,11,512,0.0536898598074913,-0.011801338754594326,0.016088344156742096,0.11659464985132217,-0.025628171861171722,0.03493797406554222,0.46048304438591003,0.024703454226255417,0.044437285512685776,0.034570369869470596,0.024529971182346344,0.044607724994421005,0.034555163234472275,2.39744234085083,2.397547960281372,0.09574484825134277,0.19087134301662445,0.09437905997037888,0.18791480362415314,49.20919178023617,1.0,0.9774436090225563
16600,raw,direct_vocab,23,11,512,0.04697830229997635,-0.011776380240917206,0.016058966517448425,0.10223938524723053,-0.025629064068198204,0.034949302673339844,0.4594931900501251,0.024568436667323112,0.04450690373778343,0.0345376692712307,0.024395499378442764,0.04467798396945,0.03452252224087715,2.397439956665039,2.3975472450256348,0.09577766060829163,0.19090990722179413,0.0943761020898819,0.18791601061820984,49.18194432371434,1.0,0.9774436090225563
16800,raw,direct_vocab,23,11,512,0.03989925608038902,-0.011758120730519295,0.016042377799749374,0.08701691031455994,-0.025643469765782356,0.03498707339167595,0.4585230052471161,0.024420201778411865,0.04458218440413475,0.03450119495391846,0.0242475513368845,0.0447537861764431,0.034486182034015656,2.397437572479248,2.3975472450256348,0.09581075608730316,0.190949946641922,0.09437280148267746,0.187914177775383,49.15524921501899,1.0,0.9774436090225563
17000,raw,direct_vocab,23,11,512,0.033079683780670166,-0.011745374649763107,0.01602907106280327,0.07229205965995789,-0.02566824108362198,0.03502979502081871,0.4575839340686798,0.024266870692372322,0.04465064778923988,0.03445876017212868,0.024094687774777412,0.04482252523303032,0.03444400429725647,2.397434949874878,2.3975465297698975,0.09584268182516098,0.19099047780036926,0.0943707674741745,0.18791133165359497,49.12935209530742,1.0,0.9774436090225563
17200,raw,direct_vocab,23,11,512,0.026729654520750046,-0.011734488420188427,0.016016505658626556,0.05853131040930748,-0.025695616379380226,0.03507217392325401,0.4566727578639984,0.024117769673466682,0.044727228581905365,0.03442249819636345,0.023946424946188927,0.044899046421051025,0.034408219158649445,2.397432327270508,2.3975470066070557,0.09586905688047409,0.19102931022644043,0.09436890482902527,0.18791097402572632,49.10423682554032,1.0,0.9774436090225563
17400,raw,direct_vocab,23,11,512,0.021161634474992752,-0.011720579117536545,0.015995481982827187,0.04642731323838234,-0.025714224204421043,0.035093095153570175,0.455801397562027,0.02399340458214283,0.04483495652675629,0.034414179623126984,0.02382347360253334,0.045006927102804184,0.03440053015947342,2.397429943084717,2.3975470066070557,0.0958893671631813,0.1910654902458191,0.09436719119548798,0.1879134476184845,49.080221719777306,1.0,0.9774436090225563
17600,raw,direct_vocab,23,11,512,0.016922447830438614,-0.01171019021421671,0.015974141657352448,0.03719722479581833,-0.025740163400769234,0.03511275351047516,0.45493844151496887,0.023872293531894684,0.044934846460819244,0.034403569996356964,0.02370423823595047,0.04510738328099251,0.03439091891050339,2.397428035736084,2.3975470066070557,0.09590814262628555,0.19109639525413513,0.09436377137899399,0.18791745603084564,49.05638646225764,1.0,0.9774436090225563
17800,raw,direct_vocab,23,11,512,0.014354273676872253,-0.011700419709086418,0.015957189723849297,0.03161051869392395,-0.025766286998987198,0.03514041006565094,0.45409801602363586,0.02376381866633892,0.04504014924168587,0.03440198302268982,0.02359793521463871,0.0452127568423748,0.034390486776828766,2.397425889968872,2.3975472450256348,0.0959291011095047,0.19112667441368103,0.09435965865850449,0.18791893124580383,49.03318316974549,1.0,0.9774436090225563
18000,raw,direct_vocab,23,11,512,0.012741902843117714,-0.01169339194893837,0.015936721116304398,0.028110671788454056,-0.025797488167881966,0.035158950835466385,0.4532763659954071,0.023652704432606697,0.04511619731783867,0.03438445180654526,0.023488862439990044,0.04528895020484924,0.034374162554740906,2.39742374420166,2.397547721862793,0.09595032781362534,0.19115737080574036,0.09435231238603592,0.18791726231575012,49.01041846550652,1.0,0.9774436090225563
18200,raw,direct_vocab,23,11,512,0.011761873960494995,-0.011679367162287235,0.015917286276817322,0.025993503630161285,-0.02581116557121277,0.03517688065767288,0.4524928331375122,0.02355136163532734,0.045215632766485214,0.03438349813222885,0.023389490321278572,0.045388493686914444,0.0343744158744812,2.39742112159729,2.397547960281372,0.09597206115722656,0.19118854403495789,0.09434305131435394,0.1879121959209442,48.98868103083227,1.0,0.9774436090225563
18400,raw,direct_vocab,23,11,512,0.01139293983578682,-0.011659526266157627,0.015903187915682793,0.02522076480090618,-0.025810912251472473,0.035205185413360596,0.45172855257987976,0.023464666679501534,0.0453127883374691,0.03438872843980789,0.023304486647248268,0.04548582062125206,0.034380953758955,2.3974192142486572,2.397548198699951,0.09598623216152191,0.1912158727645874,0.09433503448963165,0.1879049837589264,48.967493602261285,1.0,0.9774436090225563
18600,raw,direct_vocab,23,11,512,0.01152457669377327,-0.011651739478111267,0.015888186171650887,0.025553742423653603,-0.025835704058408737,0.035229288041591644,0.45099368691444397,0.02339409664273262,0.04541368409991264,0.03440389037132263,0.023235293105244637,0.045586489140987396,0.03439716622233391,2.3974180221557617,2.3975489139556885,0.09600157290697098,0.191241055727005,0.09432011842727661,0.18789619207382202,48.94708384165049,1.0,0.9774436090225563
18800,raw,direct_vocab,23,11,512,0.01171785220503807,-0.011660007759928703,0.015880469232797623,0.026023365557193756,-0.025894902646541595,0.03526783362030983,0.4502819776535034,0.023326825350522995,0.045523546636104584,0.03442518413066864,0.02316942624747753,0.04569632187485695,0.03441958129405975,2.397416591644287,2.397549629211426,0.09601998329162598,0.19126325845718384,0.094306580722332,0.18788649141788483,48.92720073414876,1.0,0.9774436090225563
19000,raw,direct_vocab,23,11,512,0.012113409116864204,-0.011670948006212711,0.01587267965078354,0.026942750439047813,-0.025958623737096786,0.035304151475429535,0.449598103761673,0.023264281451702118,0.04564402252435684,0.03445415198802948,0.023107608780264854,0.04581670090556145,0.034449491649866104,2.3974153995513916,2.397550106048584,0.09603430330753326,0.19128158688545227,0.09429138898849487,0.18787619471549988,48.908078290506495,1.0,0.9774436090225563
19200,raw,direct_vocab,23,11,512,0.012266959995031357,-0.011680416762828827,0.01586608588695526,0.027325870469212532,-0.02601928822696209,0.03534328192472458,0.4489137828350067,0.023189444094896317,0.045739054679870605,0.03446424752473831,0.023033231496810913,0.045911580324172974,0.03446047753095627,2.3974149227142334,2.3975512981414795,0.09604442119598389,0.19128993153572083,0.09427763521671295,0.18786752223968506,48.88897708152754,1.0,0.9774436090225563
19400,raw,direct_vocab,23,11,512,0.012298300862312317,-0.011683882214128971,0.01586228236556053,0.02743525430560112,-0.026064598932862282,0.035385843366384506,0.44826632738113403,0.023120928555727005,0.045865241438150406,0.034493084996938705,0.022964978590607643,0.046037666499614716,0.03449001908302307,2.3974149227142334,2.397552490234375,0.09605120122432709,0.19129255414009094,0.09426239132881165,0.18785342574119568,48.87092624087071,1.0,0.9774436090225563
19600,raw,direct_vocab,23,11,512,0.012042179703712463,-0.011692467145621777,0.015853747725486755,0.02690167911350727,-0.026120437309145927,0.03541654720902443,0.4476367235183716,0.023051762953400612,0.04600847139954567,0.034530118107795715,0.02289590798318386,0.0461806058883667,0.03452754765748978,2.3974146842956543,2.3975536823272705,0.0960577204823494,0.19129817187786102,0.09424722194671631,0.18783918023109436,48.85341844887239,1.0,0.9774436090225563
19800,raw,direct_vocab,23,11,512,0.011925164610147476,-0.011698060669004917,0.015846118330955505,0.026677360758185387,-0.026169313117861748,0.03544878587126732,0.4470144212245941,0.022984439507126808,0.04612356051802635,0.034554000943899155,0.02282828651368618,0.046295322477817535,0.034551724791526794,2.397414445877075,2.397554874420166,0.09606094658374786,0.19130367040634155,0.09422797709703445,0.1878189742565155,48.836106847610715,1.0,0.9774436090225563
20000,raw,direct_vocab,23,11,512,0.011799920350313187,-0.01170642301440239,0.01583852432668209,0.026432614773511887,-0.02622317336499691,0.035479359328746796,0.4464151859283447,0.022918641567230225,0.04621919244527817,0.034568917006254196,0.0227623600512743,0.046390581876039505,0.03456695377826691,2.397414445877075,2.397556781768799,0.09606156498193741,0.19130545854568481,0.09420452266931534,0.18779431283473969,48.81938671809848,1.0,0.9774436090225563
20200,raw,direct_vocab,23,11,512,0.011482303962111473,-0.011712334118783474,0.015826920047402382,0.025754643604159355,-0.02627059817314148,0.035499557852745056,0.44583430886268616,0.0228566937148571,0.046298395842313766,0.034577544778585434,0.022700298577547073,0.04646949842572212,0.03457602113485336,2.3974146842956543,2.3975584506988525,0.09606003761291504,0.19130440056324005,0.0941803902387619,0.18776735663414001,48.80312109800202,1.0,0.9774436090225563
20400,raw,direct_vocab,23,11,512,0.011220971122384071,-0.011718030087649822,0.01581946760416031,0.02519996464252472,-0.026316257193684578,0.03552723303437233,0.44527724385261536,0.022794609889388084,0.046383582055568695,0.034589096903800964,0.022638050839304924,0.04655490443110466,0.03458815813064575,2.3974151611328125,2.397559642791748,0.09605857729911804,0.19130302965641022,0.09415868669748306,0.18774500489234924,48.78749184321287,1.0,0.9774436090225563
20600,raw,direct_vocab,23,11,512,0.010935932397842407,-0.011730963364243507,0.015813611447811127,0.024590887129306793,-0.02637861855328083,0.03555899113416672,0.44471484422683716,0.022737519815564156,0.04644181579351425,0.03458966687321663,0.02258034236729145,0.04661283269524574,0.03458898514509201,2.3974151611328125,2.3975610733032227,0.09605702012777328,0.19130101799964905,0.09414008259773254,0.18772338330745697,48.77174870434407,1.0,0.9774436090225563
20800,raw,direct_vocab,23,11,512,0.010940048843622208,-0.011734900064766407,0.015805862843990326,0.02463005669414997,-0.026419557631015778,0.03558478504419327,0.44417473673820496,0.022678030654788017,0.046498022973537445,0.034588027745485306,0.02252049930393696,0.046668607741594315,0.034587547183036804,2.3974156379699707,2.3975625038146973,0.09605786204338074,0.19129949808120728,0.09411986917257309,0.18769793212413788,48.7565951067776,1.0,0.9774436090225563
21000,raw,direct_vocab,23,11,512,0.011181104928255081,-0.011738231405615807,0.015799203887581825,0.02520248480141163,-0.026458261534571648,0.03561179339885712,0.44365090131759644,0.022613942623138428,0.04655789956450462,0.034585922956466675,0.022455580532550812,0.04672800377011299,0.034585412591695786,2.39741587638855,2.397563934326172,0.09606010466814041,0.19129887223243713,0.09409920126199722,0.18767112493515015,48.74186255201028,1.0,0.9774436090225563
21200,raw,direct_vocab,23,11,512,0.011414686217904091,-0.011744552291929722,0.01578790880739689,0.02575886994600296,-0.02650326117873192,0.03562767431139946,0.4431361258029938,0.02254549413919449,0.04659807309508324,0.03457178175449371,0.02238602191209793,0.046767450869083405,0.03457091376185417,2.39741587638855,2.3975653648376465,0.0960620641708374,0.19129902124404907,0.09407790750265121,0.18764428794384003,48.727368544920424,1.0,0.9774436090225563
21400,raw,direct_vocab,23,11,512,0.011699192225933075,-0.011751257814466953,0.015781402587890625,0.026430731639266014,-0.02654835768043995,0.03565323352813721,0.4426359534263611,0.022474320605397224,0.046638667583465576,0.034556493163108826,0.022313609719276428,0.04680761322379112,0.034555256366729736,2.3974153995513916,2.397566318511963,0.09606529772281647,0.1913040280342102,0.09405810385942459,0.18762093782424927,48.71328244656431,1.0,0.9774436090225563
21600,raw,direct_vocab,23,11,512,0.011893149465322495,-0.011754658073186874,0.01577449031174183,0.02689819224178791,-0.02658497355878353,0.035676442086696625,0.4421542286872864,0.022406771779060364,0.04669001325964928,0.03454839438199997,0.02224498800933361,0.04685843735933304,0.03454677388072014,2.3974149227142334,2.3975672721862793,0.09606942534446716,0.19130939245224,0.0940391793847084,0.18759723007678986,48.699666022500864,1.0,0.9774436090225563
21800,raw,direct_vocab,23,11,512,0.012573160231113434,-0.01175581943243742,0.015769675374031067,0.028465792536735535,-0.0266153234988451,0.035702742636203766,0.44169366359710693,0.022331394255161285,0.04675495997071266,0.03454317897558212,0.02216835506260395,0.046922799199819565,0.03454119339585304,2.3974146842956543,2.397568464279175,0.09607023745775223,0.1913083791732788,0.0940232127904892,0.18757492303848267,48.68660366031464,1.0,0.9774436090225563
22000,raw,direct_vocab,23,11,512,0.013614915311336517,-0.011760341003537178,0.01576925255358219,0.030855810269713402,-0.02665274403989315,0.03573823720216751,0.44124317169189453,0.022261040285229683,0.04682284593582153,0.03454194217920303,0.022096768021583557,0.0469900406897068,0.034539561718702316,2.397414207458496,2.3975696563720703,0.09606968611478806,0.19130489230155945,0.09400799125432968,0.18755394220352173,48.673787332014626,1.0,0.9774436090225563
22200,raw,direct_vocab,23,11,512,0.014392007142305374,-0.011768425814807415,0.015772612765431404,0.03264991566538811,-0.026698021218180656,0.03578197583556175,0.44079768657684326,0.022198757156729698,0.04688345268368721,0.03454110398888588,0.0220334529876709,0.0470498651266098,0.03453836217522621,2.397414207458496,2.397570848464966,0.09607049822807312,0.19130270183086395,0.09399548172950745,0.18753552436828613,48.66113695753522,1.0,0.9774436090225563
22400,raw,direct_vocab,23,11,512,0.015116645023226738,-0.01177614089101553,0.015780501067638397,0.03432789444923401,-0.026742052286863327,0.035835422575473785,0.4403603971004486,0.0221388041973114,0.046925950795412064,0.03453237563371658,0.02197253704071045,0.04709150269627571,0.03452946990728378,2.397413969039917,2.3975720405578613,0.09606960415840149,0.19129937887191772,0.09398383647203445,0.18752054870128632,48.64869657771868,1.0,0.9774436090225563
22600,raw,direct_vocab,23,11,512,0.015400700271129608,-0.011782129295170307,0.015785690397024155,0.0350065715610981,-0.02678137645125389,0.03588167205452919,0.43993741273880005,0.022076353430747986,0.04695544391870499,0.034515898674726486,0.02190971188247204,0.04711994528770447,0.0345129668712616,2.397413730621338,2.397573471069336,0.09606917202472687,0.19129589200019836,0.0939713716506958,0.18750299513339996,48.63662447409745,1.0,0.9774436090225563
22800,raw,direct_vocab,23,11,512,0.015824533998966217,-0.011788374744355679,0.015788374468684196,0.036002859473228455,-0.026820076629519463,0.03592059388756752,0.4395354688167572,0.022025685757398605,0.04699328914284706,0.03450948745012283,0.02185875177383423,0.047156982123851776,0.03450668230652809,2.397413492202759,2.3975751399993896,0.09606824815273285,0.19129163026809692,0.09395843744277954,0.18748264014720917,48.62515690246215,1.0,0.9774436090225563
23000,raw,direct_vocab,23,11,512,0.015954675152897835,-0.011793572455644608,0.015789642930030823,0.036331191658973694,-0.02685573510825634,0.035955388098955154,0.43914538621902466,0.021976511925458908,0.04702586308121681,0.03450118750333786,0.0218092892318964,0.047188933938741684,0.03449853137135506,2.3974130153656006,2.397575855255127,0.09606818854808807,0.19128939509391785,0.09394443035125732,0.18746474385261536,48.61398418158928,1.0,0.9774436090225563
23200,raw,direct_vocab,23,11,512,0.015900997444987297,-0.011810138821601868,0.01579180546104908,0.03623995557427406,-0.02691648155450821,0.03599109500646591,0.43876978754997253,0.021929239854216576,0.04705020412802696,0.034489721059799194,0.02176160365343094,0.047212615609169006,0.0344870500266552,2.3974127769470215,2.3975768089294434,0.09606960415840149,0.1912909597158432,0.09392902255058289,0.18744701147079468,48.60322832601696,1.0,0.9774436090225563
23400,raw,direct_vocab,23,11,512,0.016103066504001617,-0.011826617643237114,0.01579655334353447,0.03672992065548897,-0.02697565220296383,0.036030784249305725,0.4384182393550873,0.02188110165297985,0.04707123339176178,0.03447616845369339,0.021712858229875565,0.047232918441295624,0.03447330743074417,2.397412061691284,2.3975772857666016,0.0960712656378746,0.19129285216331482,0.09391484409570694,0.18743133544921875,48.59312072542715,1.0,0.9774436090225563
23600,raw,direct_vocab,23,11,512,0.01652684062719345,-0.011840776540338993,0.015797682106494904,0.03772463649511337,-0.027028093114495277,0.036060236394405365,0.4380914568901062,0.021835288032889366,0.04712498188018799,0.03448013588786125,0.02166649140417576,0.047286055982112885,0.034477174282073975,2.397411584854126,2.397578477859497,0.09607472270727158,0.1912948489189148,0.0939016342163086,0.187416672706604,48.583722086289484,1.0,0.9774436090225563
23800,raw,direct_vocab,23,11,512,0.01701212301850319,-0.011851372197270393,0.015800505876541138,0.03886061906814575,-0.027071969583630562,0.036092936992645264,0.43777281045913696,0.021790163591504097,0.04718239605426788,0.034486278891563416,0.021620813757181168,0.04734288901090622,0.03448336571455002,2.397411346435547,2.3975789546966553,0.0960785374045372,0.19129669666290283,0.09388905763626099,0.1874012053012848,48.5745478037206,1.0,0.9774436090225563
24000,raw,direct_vocab,23,11,512,0.017910851165652275,-0.01185271143913269,0.015789370983839035,0.04094332084059715,-0.027094712480902672,0.03609371930360794,0.43745478987693787,0.021746503189206123,0.047220490872859955,0.034483496099710464,0.021576764062047005,0.047380272299051285,0.03448065370321274,2.3974103927612305,2.3975796699523926,0.09608189761638641,0.1912989467382431,0.09387941658496857,0.18738573789596558,48.56533031488358,1.0,0.9774436090225563
24200,raw,direct_vocab,23,11,512,0.018827607855200768,-0.011860293336212635,0.015784023329615593,0.04307109862565994,-0.027132276445627213,0.03610842302441597,0.43712857365608215,0.021705765277147293,0.04721248149871826,0.03445912152528763,0.021535377949476242,0.04737145081162453,0.03445613756775856,2.3974099159240723,2.397580623626709,0.09608533978462219,0.19130299985408783,0.09386751055717468,0.1873699426651001,48.555906184424416,1.0,0.9774436090225563
24400,raw,direct_vocab,23,11,512,0.019990259781479836,-0.011867736466228962,0.015777265653014183,0.045762646943330765,-0.027168184518814087,0.03611806407570839,0.4368247985839844,0.02166897803544998,0.04721932113170624,0.03444414958357811,0.02149801142513752,0.04737750068306923,0.034441035240888596,2.397408962249756,2.3975813388824463,0.09608643501996994,0.19130635261535645,0.09385713934898376,0.18735367059707642,48.54710256021658,1.0,0.9774436090225563
24600,raw,direct_vocab,23,11,512,0.021335367113351822,-0.011868071742355824,0.015769198536872864,0.04887549951672554,-0.02718762494623661,0.03612440824508667,0.43652477860450745,0.021632123738527298,0.04721563681960106,0.03442388027906418,0.021460577845573425,0.04737313464283943,0.03442073240876198,2.3974084854125977,2.3975820541381836,0.09608512371778488,0.19130341708660126,0.09384629875421524,0.18733695149421692,48.53841176833238,1.0,0.9774436090225563
24800,raw,direct_vocab,23,11,512,0.022544462233781815,-0.011870810762047768,0.015755360946059227,0.051680732518434525,-0.02721254527568817,0.03611745312809944,0.43622568249702454,0.021597933024168015,0.04718603193759918,0.03439198434352875,0.02142583206295967,0.04734309762716293,0.03438873589038849,2.3974077701568604,2.397582530975342,0.09608250111341476,0.19130505621433258,0.09383650869131088,0.18732251226902008,48.52977475824442,1.0,0.9774436090225563
25000,raw,direct_vocab,23,11,512,0.02332494407892227,-0.011881091631948948,0.015745488926768303,0.05350484699010849,-0.02725391276180744,0.036118414252996445,0.43594077229499817,0.021562935784459114,0.0471576489508152,0.03436029329895973,0.021390307694673538,0.04731420427560806,0.03435688093304634,2.397407293319702,2.3975830078125,0.09608044475317001,0.19130395352840424,0.0938277468085289,0.18730980157852173,48.52152490293612,1.0,0.9774436090225563
25200,raw,direct_vocab,23,11,512,0.02416238747537136,-0.01189066469669342,0.0157299917191267,0.05546041205525398,-0.027292881160974503,0.03610536456108093,0.43566909432411194,0.021532239392399788,0.0471404530107975,0.03433634713292122,0.021359235048294067,0.04729647934436798,0.03433281183242798,2.3974063396453857,2.3975839614868164,0.09608233720064163,0.19130805134773254,0.09381739050149918,0.1872953176498413,48.51361962441578,1.0,0.9774436090225563
25400,raw,direct_vocab,23,11,512,0.02526596561074257,-0.011898977681994438,0.015716589987277985,0.058028195053339005,-0.027328312397003174,0.036096200346946716,0.43540844321250916,0.021495569497346878,0.04713142290711403,0.034313496202230453,0.02132224664092064,0.04728703573346138,0.034310001879930496,2.3974051475524902,2.3975841999053955,0.09608526527881622,0.19131168723106384,0.09380859136581421,0.1872835010290146,48.50594836066178,1.0,0.9774436090225563
