,coord_mode,input_projection_mode,k,alpha,beta,C_in,C_out,coh_mean_k,align_k,cos_global,alpha2,beta2,alpha2beta2,epoch
746,decoded,direct_vocab,10,0.4536063,0.4978669,0.037741225,0.008204221,0.022972723,0.99160063,0.87032646,0.20575868,0.24787144,0.0510017,13400
747,decoded,direct_vocab,11,0.4201785,0.4598999,0.01585303,0.025798902,0.020825967,0.9942245,0.9681451,0.17654997,0.21150792,0.037341718,13400
748,decoded,direct_vocab,1,0.4517735,0.4941312,0.015137248,0.018329326,0.016733287,0.99515766,0.9837653,0.2040993,0.24416564,0.049834035,13600
749,decoded,direct_vocab,2,0.4396318,0.4832184,0.0123299165,0.037627485,0.024978701,0.99438304,-0.035204276,0.1932761,0.23350002,0.045129973,13600
750,decoded,direct_vocab,3,0.46689108,0.50821686,0.07910699,0.006717424,0.042912204,0.9931459,0.38804162,0.21798728,0.25828436,0.056302708,13600
751,decoded,direct_vocab,4,0.4470599,0.4931497,0.0096129505,0.02744638,0.018529665,0.9941466,0.9859895,0.19986255,0.24319662,0.048605897,13600
752,decoded,direct_vocab,5,0.41599303,0.45876867,0.04736302,0.02604401,0.036703516,0.99075526,-0.612755,0.17305021,0.2104687,0.036421653,13600
753,decoded,direct_vocab,6,0.44384903,0.48606926,0.031869326,0.020428495,0.026148912,0.9930718,-0.40411258,0.19700196,0.23626333,0.04654434,13600
754,decoded,direct_vocab,7,0.45089805,0.49720046,0.01586687,0.018417541,0.017142206,0.99352735,-0.105504714,0.20330906,0.2472083,0.050259687,13600
755,decoded,direct_vocab,8,0.44677797,0.49829182,0.10321458,0.050792884,0.07700373,0.9910492,0.89457214,0.19961056,0.24829474,0.049562253,13600
756,decoded,direct_vocab,9,0.4534478,0.50378233,0.049035113,0.030623438,0.039829277,0.9929045,-0.76624215,0.2056149,0.25379664,0.05218437,13600
757,decoded,direct_vocab,10,0.45332482,0.4973956,0.037780315,0.008333248,0.02305678,0.9917365,0.868679,0.20550339,0.24740238,0.050842028,13600
758,decoded,direct_vocab,11,0.4200278,0.45953092,0.015896138,0.0257272,0.02081167,0.9943125,0.97011113,0.17642334,0.21116866,0.037255082,13600
759,decoded,direct_vocab,1,0.45137796,0.4935835,0.015363992,0.018267235,0.016815614,0.9952388,0.9967452,0.20374206,0.24362467,0.04963659,13800
760,decoded,direct_vocab,2,0.43932188,0.48267555,0.012447501,0.03764115,0.025044326,0.9944795,-0.07230831,0.19300371,0.23297569,0.044965174,13800
761,decoded,direct_vocab,3,0.4665587,0.5076064,0.07872359,0.0066543818,0.042688984,0.99324876,0.35863674,0.21767701,0.25766423,0.05608758,13800
762,decoded,direct_vocab,4,0.4468033,0.49262694,0.009506934,0.027274717,0.018390825,0.9942432,0.96806675,0.1996332,0.2426813,0.048447244,13800
763,decoded,direct_vocab,5,0.41576797,0.458297,0.047073215,0.02603983,0.036556523,0.99088556,-0.621604,0.172863,0.21003616,0.03630748,13800
764,decoded,direct_vocab,6,0.44352862,0.48548955,0.03164976,0.020423783,0.026036773,0.9931739,-0.4214298,0.19671763,0.2357001,0.046366367,13800
765,decoded,direct_vocab,7,0.45055237,0.49662057,0.015437579,0.018450316,0.016943946,0.9936084,-0.07107458,0.20299745,0.24663198,0.050065663,13800
766,decoded,direct_vocab,8,0.44645554,0.4976939,0.10267851,0.0505614,0.07661995,0.9911379,0.89572006,0.19932255,0.24769922,0.04937204,13800
767,decoded,direct_vocab,9,0.45316228,0.5031887,0.048982907,0.030583417,0.03978316,0.9930005,-0.75764257,0.20535606,0.2531989,0.051995926,13800
768,decoded,direct_vocab,10,0.45306462,0.49693698,0.037850514,0.008470451,0.023160484,0.9918669,0.8670708,0.20526755,0.24694636,0.050690074,13800
769,decoded,direct_vocab,11,0.41988784,0.45917287,0.016028455,0.025710162,0.020869307,0.9943839,0.9747295,0.1763058,0.21083973,0.03717227,13800
770,decoded,direct_vocab,1,0.45099774,0.49306035,0.015622242,0.018326895,0.016974568,0.9953157,0.9999977,0.20339896,0.24310851,0.049448017,14000
771,decoded,direct_vocab,2,0.43903366,0.48215166,0.012632819,0.037617046,0.025124934,0.9945702,-0.116576105,0.19275056,0.23247021,0.044808764,14000
772,decoded,direct_vocab,3,0.4662488,0.5070205,0.07832336,0.006556751,0.042440053,0.99334043,0.32973787,0.21738796,0.25706977,0.055883873,14000
773,decoded,direct_vocab,4,0.44655034,0.4921241,0.009437037,0.027116565,0.018276801,0.99433213,0.9405287,0.1994072,0.24218614,0.04829366,14000
774,decoded,direct_vocab,5,0.41556326,0.45784378,0.04686359,0.025980148,0.03642187,0.9910113,-0.6260348,0.17269282,0.20962092,0.036200028,14000
775,decoded,direct_vocab,6,0.44323158,0.4849345,0.03145178,0.020448342,0.025950061,0.9932742,-0.43976247,0.19645424,0.23516148,0.046198472,14000
776,decoded,direct_vocab,7,0.45020375,0.49605775,0.015035987,0.01847793,0.01675696,0.9936881,-0.0439464,0.20268342,0.24607329,0.049874976,14000
777,decoded,direct_vocab,8,0.4461521,0.49711502,0.10209546,0.050330207,0.07621284,0.99121803,0.8965736,0.1990517,0.24712335,0.04919032,14000
778,decoded,direct_vocab,9,0.45288387,0.50261873,0.048983976,0.030617857,0.039800916,0.99308914,-0.74750996,0.2051038,0.25262558,0.051814467,14000
779,decoded,direct_vocab,10,0.45282197,0.49649662,0.037953585,0.008557353,0.02325547,0.9919912,0.8680587,0.20504774,0.2465089,0.05054609,14000
780,decoded,direct_vocab,11,0.4197524,0.45883185,0.016224287,0.025726734,0.020975512,0.99443847,0.9788132,0.17619208,0.21052666,0.03709313,14000
781,decoded,direct_vocab,1,0.4506242,0.49256566,0.015941888,0.018353477,0.017147683,0.99539095,0.9968052,0.20306216,0.24262093,0.04926713,14200
782,decoded,direct_vocab,2,0.43876255,0.4816525,0.012810371,0.03756881,0.025189592,0.99466383,-0.15929075,0.19251257,0.23198913,0.044660825,14200
783,decoded,direct_vocab,3,0.46594855,0.5064635,0.07798133,0.0064996053,0.042240467,0.99342215,0.30654162,0.21710806,0.2565053,0.05568937,14200
784,decoded,direct_vocab,4,0.44630355,0.49164295,0.009361739,0.026972335,0.018167038,0.99441046,0.90837204,0.19918686,0.2417128,0.048146013,14200
785,decoded,direct_vocab,5,0.41536346,0.45741063,0.04660088,0.025908647,0.036254764,0.9911349,-0.63159335,0.1725268,0.20922449,0.036096834,14200
786,decoded,direct_vocab,6,0.44294935,0.4844079,0.031162452,0.020433646,0.025798049,0.99335986,-0.4579493,0.19620413,0.23465101,0.046039496,14200
787,decoded,direct_vocab,7,0.44987476,0.49551302,0.014629203,0.018441427,0.016535316,0.99376214,-0.015889442,0.2023873,0.24553315,0.04969279,14200
788,decoded,direct_vocab,8,0.44584495,0.49655575,0.10140108,0.0501534,0.07577724,0.99128884,0.8970649,0.19877772,0.2465676,0.049012147,14200
789,decoded,direct_vocab,9,0.45262185,0.5020757,0.04905965,0.030676715,0.039868183,0.9931705,-0.73649275,0.20486654,0.25208,0.051642757,14200
790,decoded,direct_vocab,10,0.452601,0.49607548,0.038099557,0.008669964,0.023384761,0.99210495,0.86992836,0.20484765,0.24609089,0.05041114,14200
791,decoded,direct_vocab,11,0.4196369,0.45850867,0.016496776,0.025731422,0.0211141,0.9944867,0.98199993,0.17609513,0.2102302,0.037020516,14200
792,decoded,direct_vocab,1,0.45027545,0.49208778,0.016301708,0.018325733,0.01731372,0.99546546,0.98804575,0.20274799,0.24215038,0.0490955,14400
793,decoded,direct_vocab,2,0.43849117,0.4811685,0.012889798,0.037561033,0.025225416,0.9947582,-0.19837658,0.1922745,0.23152313,0.044515993,14400
794,decoded,direct_vocab,3,0.46563533,0.50592446,0.07753982,0.006435364,0.04198759,0.99349636,0.2875591,0.21681626,0.25595957,0.055496197,14400
795,decoded,direct_vocab,4,0.4460697,0.4911755,0.00929748,0.026762933,0.018030206,0.99448836,0.8813379,0.19897817,0.24125338,0.048004154,14400
796,decoded,direct_vocab,5,0.41514975,0.45699129,0.04634055,0.02586561,0.03610308,0.99123794,-0.634561,0.17234932,0.20884104,0.03599361,14400
797,decoded,direct_vocab,6,0.44266662,0.48389846,0.030846255,0.020420516,0.025633385,0.99343634,-0.47675645,0.19595374,0.23415773,0.045884084,14400
798,decoded,direct_vocab,7,0.44956756,0.49498102,0.014182321,0.018498043,0.016340181,0.9938275,0.006753882,0.20211099,0.2450062,0.049518447,14400
799,decoded,direct_vocab,8,0.44554013,0.4960071,0.10077495,0.049920924,0.07534794,0.9913437,0.8977491,0.19850601,0.24602306,0.04883706,14400
800,decoded,direct_vocab,9,0.452365,0.5015497,0.049119182,0.030765764,0.039942473,0.99323905,-0.72611946,0.2046341,0.25155213,0.051476143,14400
801,decoded,direct_vocab,10,0.45240375,0.4956634,0.038239058,0.008721349,0.023480203,0.9922014,0.8673621,0.20466916,0.24568221,0.050283574,14400
802,decoded,direct_vocab,11,0.41949174,0.45819592,0.016706757,0.025739169,0.021222964,0.9945312,0.98388255,0.17597331,0.2099435,0.036944453,14400
803,decoded,direct_vocab,1,0.44992837,0.49163097,0.016631166,0.01836483,0.017497998,0.99553883,0.9752378,0.20243554,0.241701,0.04892887,14600
804,decoded,direct_vocab,2,0.4382523,0.48070407,0.012956066,0.03767971,0.025317889,0.99484843,-0.23046626,0.19206508,0.2310764,0.044381708,14600
805,decoded,direct_vocab,3,0.46532604,0.50540835,0.07707671,0.00639514,0.041735925,0.9935726,0.26940787,0.21652833,0.25543758,0.05530947,14600
806,decoded,direct_vocab,4,0.44585994,0.49072897,0.009267892,0.026647247,0.01795757,0.99456275,0.8478922,0.19879109,0.24081492,0.04787186,14600
807,decoded,direct_vocab,5,0.41495603,0.45658907,0.04609527,0.025855541,0.035975404,0.99133766,-0.6361179,0.1721885,0.20847358,0.035896752,14600
808,decoded,direct_vocab,6,0.44241184,0.4834094,0.030555429,0.020427901,0.025491666,0.99350584,-0.49574462,0.19572824,0.23368466,0.045738686,14600
809,decoded,direct_vocab,7,0.44927496,0.49446982,0.013738318,0.018540774,0.016139546,0.99389374,0.01846782,0.20184799,0.2445004,0.049351912,14600
810,decoded,direct_vocab,8,0.44523925,0.49547666,0.10021459,0.049703326,0.07495896,0.9913864,0.89862186,0.19823799,0.24549712,0.048666853,14600
811,decoded,direct_vocab,9,0.4521365,0.5010465,0.049216464,0.030849466,0.040032964,0.99330497,-0.7149519,0.2044274,0.25104758,0.051321007,14600
812,decoded,direct_vocab,10,0.45222765,0.4952741,0.038318027,0.0088833375,0.023600683,0.9922905,0.86374426,0.20450985,0.24529643,0.050165538,14600
813,decoded,direct_vocab,11,0.41936827,0.45789996,0.016916985,0.02584454,0.021380764,0.9945791,0.98370224,0.17586975,0.20967238,0.03687503,14600
814,decoded,direct_vocab,1,0.44960397,0.49119553,0.01705284,0.0183639,0.01770837,0.99560606,0.9585612,0.20214373,0.24127305,0.048771832,14800
815,decoded,direct_vocab,2,0.43802077,0.48025617,0.0129719265,0.037815187,0.025393557,0.99493074,-0.271195,0.1918622,0.23064598,0.044252247,14800
816,decoded,direct_vocab,3,0.46503764,0.5049111,0.07659686,0.006306052,0.041451458,0.99364215,0.24957348,0.21626002,0.25493523,0.0551323,14800
817,decoded,direct_vocab,4,0.44565958,0.49029958,0.009276278,0.026595443,0.01793586,0.9946281,0.8191367,0.19861247,0.24039368,0.047745183,14800
818,decoded,direct_vocab,5,0.41477337,0.45620397,0.045749336,0.025793912,0.035771623,0.9914176,-0.63591254,0.17203695,0.20812206,0.035804685,14800
819,decoded,direct_vocab,6,0.44216332,0.48293775,0.030274108,0.02041996,0.025347035,0.99357605,-0.517755,0.1955084,0.23322888,0.045598205,14800
820,decoded,direct_vocab,7,0.44897127,0.49397686,0.0133003155,0.018634824,0.01596757,0.9939577,0.022385646,0.2015752,0.24401315,0.049187,14800
821,decoded,direct_vocab,8,0.44494718,0.49496543,0.09958063,0.04951962,0.07455012,0.99143773,0.900109,0.19797799,0.24499078,0.04850278,14800
822,decoded,direct_vocab,9,0.4519276,0.5005623,0.049256742,0.030925484,0.040091112,0.9933701,-0.70654,0.20423856,0.25056264,0.051174555,14800
823,decoded,direct_vocab,10,0.45204917,0.4949017,0.038478334,0.009077519,0.023777926,0.9923769,0.8656539,0.20434844,0.24492767,0.05005059,14800
824,decoded,direct_vocab,11,0.41925126,0.4576195,0.017091477,0.025927044,0.02150926,0.994632,0.9842258,0.17577162,0.2094156,0.03680932,14800
825,decoded,direct_vocab,1,0.44929537,0.49077767,0.017462743,0.01833609,0.017899416,0.99566793,0.9421751,0.20186633,0.24086273,0.048622075,15000
826,decoded,direct_vocab,2,0.43777093,0.47982496,0.0129442,0.037962798,0.025453499,0.99500436,-0.3189855,0.19164339,0.23023199,0.04412244,15000
827,decoded,direct_vocab,3,0.46475005,0.504434,0.07606966,0.0062462306,0.041157946,0.9937054,0.22931893,0.21599261,0.25445366,0.05496011,15000
828,decoded,direct_vocab,4,0.44546145,0.48988426,0.009237271,0.026503919,0.017870594,0.9946923,0.78721905,0.1984359,0.23998658,0.047621954,15000
829,decoded,direct_vocab,5,0.41458017,0.45582935,0.045389492,0.025737664,0.035563577,0.9914896,-0.6351921,0.17187671,0.20778039,0.03571261,15000
830,decoded,direct_vocab,6,0.4419446,0.48248354,0.030083597,0.020409495,0.025246546,0.9936424,-0.53882384,0.19531503,0.23279037,0.04546746,15000
831,decoded,direct_vocab,7,0.44867894,0.49349898,0.012837496,0.018676348,0.015756922,0.9940196,0.039960243,0.2013128,0.24354124,0.04902797,15000
832,decoded,direct_vocab,8,0.44467163,0.49446568,0.09891185,0.049376134,0.07414399,0.9914843,0.9019295,0.19773287,0.2444963,0.048344955,15000
833,decoded,direct_vocab,9,0.45174104,0.50009304,0.04924502,0.030952621,0.04009882,0.99343485,-0.69759023,0.20406997,0.25009304,0.05103648,15000
834,decoded,direct_vocab,10,0.45188943,0.49454257,0.038634345,0.009327368,0.023980856,0.99246466,0.8628114,0.20420405,0.24457236,0.049942665,15000
835,decoded,direct_vocab,11,0.4191372,0.45734838,0.017354261,0.025993476,0.02167387,0.9946816,0.98297215,0.175676,0.20916754,0.036745716,15000
836,decoded,direct_vocab,1,0.4490017,0.4903768,0.017892716,0.018331598,0.018112157,0.9957333,0.92471653,0.20160253,0.24046941,0.048479244,15200
837,decoded,direct_vocab,2,0.43753806,0.47941223,0.012841607,0.038102336,0.025471972,0.9950693,-0.34935045,0.19143955,0.22983609,0.04399972,15200
838,decoded,direct_vocab,3,0.46450582,0.5039765,0.075489596,0.006195419,0.040842507,0.9937682,0.21142417,0.21576566,0.25399235,0.054802824,15200
839,decoded,direct_vocab,4,0.44527915,0.4894859,0.009080669,0.026400588,0.01774063,0.9947551,0.752192,0.19827352,0.23959644,0.047505632,15200
840,decoded,direct_vocab,5,0.41436994,0.45546716,0.04504308,0.025731726,0.035387404,0.99157584,-0.6315922,0.17170244,0.20745035,0.035619732,15200
841,decoded,direct_vocab,6,0.44174245,0.48204827,0.029905284,0.020402111,0.025153697,0.9937067,-0.5634088,0.1951364,0.23237054,0.04534395,15200
842,decoded,direct_vocab,7,0.44841886,0.4930395,0.012434862,0.018695964,0.015565412,0.9940816,0.051851388,0.20107947,0.24308793,0.048879992,15200
843,decoded,direct_vocab,8,0.4443935,0.49398443,0.09820468,0.049281407,0.073743045,0.9915286,0.90314496,0.19748557,0.24402061,0.04819055,15200
844,decoded,direct_vocab,9,0.4515499,0.49964115,0.0491955,0.031046748,0.040121123,0.9934955,-0.68840003,0.2038973,0.24964128,0.050901182,15200
845,decoded,direct_vocab,10,0.4517382,0.49419796,0.03880388,0.009502005,0.024152942,0.9925427,0.8599689,0.20406741,0.24423163,0.049839716,15200
846,decoded,direct_vocab,11,0.41902605,0.45708805,0.017568687,0.026055332,0.02181201,0.9947289,0.98076135,0.17558283,0.2089295,0.03668443,15200
847,decoded,direct_vocab,1,0.44873676,0.48998907,0.018289119,0.018274652,0.018281884,0.9958004,0.91088825,0.20136468,0.2400893,0.048345506,15400
848,decoded,direct_vocab,2,0.4373113,0.4790126,0.012683204,0.03825535,0.025469277,0.9951315,-0.35798937,0.19124116,0.22945307,0.043880872,15400
849,decoded,direct_vocab,3,0.4642597,0.5035332,0.07492122,0.0061314744,0.04052635,0.99382675,0.19782561,0.21553709,0.25354567,0.054648496,15400
850,decoded,direct_vocab,4,0.44511008,0.48909912,0.009025399,0.026353795,0.017689597,0.9948193,0.722055,0.19812298,0.23921794,0.04739457,15400
851,decoded,direct_vocab,5,0.41416505,0.4551144,0.044665486,0.025736416,0.03520095,0.99166954,-0.62669086,0.17153269,0.2071291,0.035529412,15400
852,decoded,direct_vocab,6,0.44155872,0.48162666,0.029753711,0.020390665,0.025072187,0.99377435,-0.58542013,0.1949741,0.23196425,0.045227017,15400
853,decoded,direct_vocab,7,0.44815814,0.49259248,0.012072544,0.018693013,0.015382778,0.99414355,0.061639797,0.20084572,0.24264735,0.04873468,15400
854,decoded,direct_vocab,8,0.4441175,0.49351516,0.09756942,0.049087558,0.07332849,0.9915707,0.90411264,0.19724034,0.24355721,0.048039306,15400
855,decoded,direct_vocab,9,0.4513606,0.4991986,0.049194332,0.031116245,0.040155288,0.9935496,-0.6820892,0.2037264,0.24919923,0.05076846,15400
856,decoded,direct_vocab,10,0.45160803,0.49386275,0.038955152,0.009642796,0.024298973,0.9926144,0.85788894,0.20394981,0.24390042,0.049743444,15400
857,decoded,direct_vocab,11,0.4189164,0.45683506,0.01769992,0.026192999,0.02194646,0.9947724,0.9749948,0.17549096,0.20869827,0.03662466,15400
858,decoded,direct_vocab,1,0.4484691,0.48961368,0.01876432,0.01822226,0.018493291,0.99586564,0.89898264,0.20112453,0.23972155,0.048213884,15600
859,decoded,direct_vocab,2,0.4370609,0.47862387,0.012456111,0.038319707,0.02538791,0.99519414,-0.36650544,0.19102222,0.22908081,0.043759525,15600
860,decoded,direct_vocab,3,0.4640197,0.5031047,0.074471086,0.006041094,0.04025609,0.9938829,0.17227826,0.21531427,0.2531143,0.054499123,15600
861,decoded,direct_vocab,4,0.44493273,0.48872137,0.009024854,0.026317604,0.01767123,0.9948839,0.6925504,0.19796513,0.23884858,0.04728369,15600
862,decoded,direct_vocab,5,0.4139444,0.45477247,0.04438889,0.025732893,0.03506089,0.99177754,-0.6240751,0.17134996,0.206818,0.035438254,15600
863,decoded,direct_vocab,6,0.44137496,0.4812193,0.029689196,0.020301083,0.02499514,0.9938439,-0.60241896,0.19481185,0.231572,0.04511297,15600
864,decoded,direct_vocab,7,0.44789252,0.49215576,0.011621182,0.01862236,0.015121771,0.99420345,0.06160934,0.2006077,0.24221729,0.048590653,15600
865,decoded,direct_vocab,8,0.44382367,0.49305657,0.097046524,0.048911497,0.07297901,0.99161446,0.9060557,0.19697945,0.24310477,0.047886644,15600
866,decoded,direct_vocab,9,0.45122695,0.49876764,0.049300935,0.031187272,0.040244102,0.9936095,-0.68034977,0.20360576,0.24876916,0.050650835,15600
867,decoded,direct_vocab,10,0.45148703,0.49353892,0.03909174,0.009776081,0.02443391,0.99268293,0.851645,0.20384054,0.24358067,0.049651615,15600
868,decoded,direct_vocab,11,0.4188255,0.45659384,0.017704338,0.026329888,0.022017114,0.9948162,0.96652454,0.1754148,0.20847793,0.036570113,15600
869,decoded,direct_vocab,1,0.44820642,0.48924875,0.019297555,0.018177124,0.018737338,0.99592656,0.8765948,0.200889,0.23936434,0.048085663,15800
870,decoded,direct_vocab,2,0.43680742,0.47824377,0.0121294,0.038456466,0.025292933,0.99525386,-0.36737573,0.19080073,0.2287171,0.043639388,15800
871,decoded,direct_vocab,3,0.4637828,0.5026876,0.073926814,0.0059026643,0.03991474,0.9939338,0.14461988,0.21509448,0.2526948,0.054353252,15800
872,decoded,direct_vocab,4,0.44477472,0.48835272,0.009107491,0.026281524,0.017694507,0.9949465,0.65494514,0.19782455,0.23848838,0.047178857,15800
873,decoded,direct_vocab,5,0.41370982,0.45443222,0.044061065,0.025782382,0.034921724,0.9918819,-0.61937684,0.17115581,0.20650864,0.035345152,15800
874,decoded,direct_vocab,6,0.44120115,0.48082155,0.029596884,0.020206966,0.024901925,0.99391454,-0.61240077,0.19465846,0.23118937,0.045002967,15800
875,decoded,direct_vocab,7,0.44763672,0.49172705,0.011160618,0.018595954,0.014878286,0.99426144,0.05352895,0.20037864,0.2417955,0.048450653,15800
876,decoded,direct_vocab,8,0.44353214,0.49260622,0.09650076,0.048765674,0.07263322,0.9916482,0.90793,0.19672076,0.2426609,0.047736436,15800
877,decoded,direct_vocab,9,0.45108506,0.4983486,0.049411785,0.03124172,0.04032675,0.993665,-0.68098867,0.20347773,0.24835132,0.05053396,15800
878,decoded,direct_vocab,10,0.4513692,0.49322227,0.03919126,0.009912864,0.024552062,0.9927612,0.8404526,0.20373414,0.2432682,0.04956204,15800
879,decoded,direct_vocab,11,0.41877756,0.45636165,0.01762462,0.02629581,0.021960214,0.99486923,0.95585227,0.17537464,0.20826596,0.036524568,15800
880,decoded,direct_vocab,1,0.44795045,0.4888971,0.019823777,0.01810532,0.018964548,0.99597967,0.85373974,0.2006596,0.23902036,0.04796173,16000
881,decoded,direct_vocab,2,0.43655017,0.47787634,0.01176901,0.038546856,0.025157932,0.9953108,-0.37384665,0.19057605,0.2283658,0.04352105,16000
882,decoded,direct_vocab,3,0.46355203,0.50228703,0.07335445,0.0057825213,0.039568488,0.9939827,0.11528013,0.21488048,0.25229228,0.054212686,16000
883,decoded,direct_vocab,4,0.44461504,0.4879975,0.009231251,0.026216945,0.017724097,0.99500316,0.6222046,0.19768253,0.23814157,0.047076426,16000
884,decoded,direct_vocab,5,0.4134873,0.45410478,0.043752413,0.025793375,0.034772895,0.9919751,-0.6162663,0.17097174,0.20621115,0.035256278,16000
885,decoded,direct_vocab,6,0.44103512,0.48044056,0.029495945,0.020141726,0.024818836,0.9939816,-0.6239164,0.19451198,0.23082313,0.044897866,16000
886,decoded,direct_vocab,7,0.4474076,0.49131233,0.010666596,0.018525794,0.014596195,0.9943273,0.041913636,0.20017356,0.2413878,0.048319455,16000
887,decoded,direct_vocab,8,0.4432536,0.49216995,0.096009776,0.048602622,0.0723062,0.9916901,0.9103041,0.19647376,0.24223125,0.047592085,16000
888,decoded,direct_vocab,9,0.4509518,0.49794492,0.049530614,0.031303868,0.04041724,0.9937168,-0.6809047,0.20335753,0.24794914,0.050422326,16000
889,decoded,direct_vocab,10,0.45124316,0.49291793,0.039241746,0.010013558,0.024627652,0.99283105,0.82776207,0.20362039,0.24296808,0.049473256,16000
890,decoded,direct_vocab,11,0.41873872,0.45614427,0.01756065,0.026239721,0.021900184,0.9949413,0.9441021,0.17534211,0.2080676,0.036483012,16000
891,decoded,direct_vocab,1,0.44769573,0.48855394,0.020434014,0.018052487,0.019243252,0.9960259,0.83379984,0.20043147,0.23868495,0.047839973,16200
892,decoded,direct_vocab,2,0.43629047,0.47751516,0.011368168,0.038589288,0.024978727,0.99536586,-0.3699364,0.19034937,0.22802073,0.043403603,16200
893,decoded,direct_vocab,3,0.46334493,0.5018974,0.07282404,0.005634269,0.039229155,0.99403197,0.09027068,0.21468852,0.251901,0.054080255,16200
894,decoded,direct_vocab,4,0.4444406,0.48765016,0.009364867,0.026222607,0.017793737,0.99505764,0.5980545,0.19752745,0.23780267,0.046972554,16200
895,decoded,direct_vocab,5,0.4132467,0.45378283,0.04349786,0.025802666,0.034650262,0.9920591,-0.6124049,0.17077282,0.20591885,0.035165343,16200
896,decoded,direct_vocab,6,0.44089326,0.48006877,0.029293349,0.020099124,0.024696236,0.99404734,-0.62974125,0.19438687,0.23046602,0.04479957,16200
897,decoded,direct_vocab,7,0.44719675,0.49090353,0.010123454,0.018414298,0.014268876,0.9943924,0.02434205,0.19998494,0.24098627,0.048193626,16200
898,decoded,direct_vocab,8,0.44300306,0.49173722,0.09558589,0.048488252,0.07203707,0.9917284,0.9124732,0.1962517,0.2418055,0.04745474,16200
899,decoded,direct_vocab,9,0.4508225,0.4975473,0.049610563,0.031381506,0.040496036,0.9937681,-0.679297,0.20324093,0.24755332,0.050312966,16200
900,decoded,direct_vocab,10,0.45112097,0.49261862,0.039346386,0.010145734,0.02474606,0.99289644,0.8156378,0.20351014,0.2426731,0.049386434,16200
901,decoded,direct_vocab,11,0.41868988,0.45593852,0.017472422,0.026148684,0.021810554,0.99501866,0.9320722,0.17530121,0.20787993,0.0364416,16200
902,decoded,direct_vocab,1,0.44742644,0.48822263,0.020954536,0.0179662,0.019460369,0.99606544,0.8221619,0.20019042,0.23836133,0.047717657,16400
903,decoded,direct_vocab,2,0.43604457,0.47716415,0.010924403,0.038665764,0.024795083,0.99541867,-0.3455427,0.19013487,0.22768563,0.043290976,16400
904,decoded,direct_vocab,3,0.46314827,0.50152135,0.07229263,0.0055120415,0.03890234,0.99408734,0.05986181,0.21450631,0.25152367,0.053953417,16400
905,decoded,direct_vocab,4,0.44428572,0.48731303,0.00951246,0.026219029,0.017865743,0.9951115,0.57603544,0.1973898,0.237474,0.046874944,16400
906,decoded,direct_vocab,5,0.41301656,0.45346802,0.04318114,0.025889998,0.03453557,0.9921333,-0.6105369,0.17058268,0.20563325,0.03507747,16400
907,decoded,direct_vocab,6,0.44076604,0.4797126,0.029047407,0.020004384,0.024525896,0.9941048,-0.6362764,0.1942747,0.23012419,0.044707306,16400
908,decoded,direct_vocab,7,0.44700834,0.4905099,0.0096594,0.018311603,0.013985502,0.9944532,-0.010417738,0.19981645,0.24059996,0.04807583,16400
909,decoded,direct_vocab,8,0.44276997,0.49131614,0.09527667,0.048452944,0.071864806,0.99177355,0.91403544,0.19604525,0.24139155,0.047323667,16400
910,decoded,direct_vocab,9,0.4507038,0.49716395,0.049665052,0.03143798,0.040551513,0.99382246,-0.6795746,0.20313391,0.247172,0.050209016,16400
911,decoded,direct_vocab,10,0.45101243,0.49233156,0.03948892,0.010239569,0.024864243,0.99296767,0.8099417,0.20341222,0.24239036,0.049305163,16400
912,decoded,direct_vocab,11,0.41864935,0.45574543,0.017300976,0.02601633,0.021658653,0.99508953,0.917969,0.17526728,0.2077039,0.036403697,16400
913,decoded,direct_vocab,1,0.44717386,0.48790327,0.021391293,0.017937109,0.019664202,0.9961045,0.81068635,0.19996446,0.2380496,0.04760146,16600
914,decoded,direct_vocab,2,0.43580154,0.4768266,0.010486295,0.038794246,0.02464027,0.9954683,-0.31264466,0.18992297,0.22736362,0.043181576,16600
915,decoded,direct_vocab,3,0.46294543,0.5011617,0.071780734,0.0054106163,0.038595676,0.99414927,0.021839507,0.21431847,0.25116304,0.053828876,16600
916,decoded,direct_vocab,4,0.4441378,0.48698914,0.009693426,0.026195772,0.017944599,0.99516046,0.55022097,0.1972584,0.23715842,0.046781488,16600
917,decoded,direct_vocab,5,0.4127974,0.4531631,0.042839903,0.026032718,0.03443631,0.9922085,-0.6056563,0.17040169,0.20535678,0.034993142,16600
918,decoded,direct_vocab,6,0.44063708,0.47936857,0.028812444,0.02002249,0.024417467,0.99415797,-0.6401076,0.19416104,0.22979422,0.044617087,16600
919,decoded,direct_vocab,7,0.4468291,0.49013293,0.009270008,0.018187167,0.013728587,0.99450916,-0.047986656,0.19965625,0.24023029,0.047963478,16600
920,decoded,direct_vocab,8,0.4425419,0.49090892,0.0949473,0.04837904,0.07166317,0.991819,0.9158566,0.19584332,0.24099156,0.04719659,16600
921,decoded,direct_vocab,9,0.4505995,0.49679586,0.049738042,0.03150712,0.04062258,0.99387664,-0.6788612,0.2030399,0.24680613,0.05011149,16600
922,decoded,direct_vocab,10,0.45090437,0.4920571,0.039666638,0.010256891,0.024961764,0.9930245,0.80195636,0.20331475,0.2421202,0.049226608,16600
