,metric,"pearson(decoded,raw)",mean_abs_ratio(decoded/raw)
0,ell_neuron,-0.9896430836218125,41.020156121274105
4,top1_out,-0.6016691826782024,1.042659413453931
1,ell_neuron_norm,-0.4493749865204272,39.72076130975037
2,ell_global,0.16331553593459935,2.6073487697504536
3,coherence_joint_weighted,0.9281631359263348,0.9149532855770633
5,sum_alpha2beta2,0.9999837106938751,1.091406397168304
