epoch,filename,path,source,train_loss,test_loss,train_accuracy,test_accuracy,param_norm,coord_mode,input_projection_mode,p,K,d_mlp,ell_global,ell_neuron,ell_abs,ell_global_norm,ell_neuron_norm,ell_abs_norm,sum_alpha2beta2,coherence_in_mean,coherence_out_mean,coherence_mean,coherence_in_weighted,coherence_out_weighted,coherence_joint_weighted,H_in,H_out,top1_in,top2_in,top1_out,top2_out,param_norm_model
17400,17400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/17400.pth,numbered,7.180521606642287e-06,0.13781434297561646,1.0,0.9774436090225563,49.080345940974794,decoded,direct_vocab,23,11,512,0.05127611756324768,0.4950779676437378,0.4950779676437378,0.10298807173967361,0.9943640232086182,0.9943640232086182,0.49788403511047363,0.035334669053554535,0.024371087551116943,0.02985287830233574,0.03578825667500496,0.02420428767800331,0.030130790546536446,2.3959734439849854,2.3960328102111816,0.09994921833276749,0.19492605328559875,0.09783860296010971,0.19395500421524048,49.080221719777306
17600,17600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/17600.pth,numbered,7.161255780374631e-06,0.13642717897891998,1.0,0.9774436090225563,49.056512908644834,decoded,direct_vocab,23,11,512,0.04447640851140022,0.49417513608932495,0.49417513608932495,0.0894981250166893,0.9944091439247131,0.9944091439247131,0.4969535171985626,0.03518909588456154,0.024346595630049706,0.029767844825983047,0.035643283277750015,0.02417658641934395,0.03004271909594536,2.3959743976593018,2.396038770675659,0.09993783384561539,0.19493421912193298,0.09783431887626648,0.1939397007226944,49.05638646225764
17800,17800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/17800.pth,numbered,7.152827038225951e-06,0.1352112591266632,1.0,0.9774436090225563,49.03329682435136,decoded,direct_vocab,23,11,512,0.03668452054262161,0.49329569935798645,0.49329569935798645,0.07395369559526443,0.9944532513618469,0.9944532513618469,0.49604713916778564,0.035053834319114685,0.024333737790584564,0.029693786054849625,0.03550855815410614,0.02416021190583706,0.029965398833155632,2.395975351333618,2.396044969558716,0.09992676973342896,0.1949385702610016,0.09783048182725906,0.19392383098602295,49.03318316974549
18000,18000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/18000.pth,numbered,7.141086825868115e-06,0.13407611846923828,1.0,0.9774436090225563,49.010529537194216,decoded,direct_vocab,23,11,512,0.02793639898300171,0.49243593215942383,0.49243593215942383,0.05641878768801689,0.9944960474967957,0.9944960474967957,0.4951612651348114,0.03492606058716774,0.024328269064426422,0.02962716482579708,0.03538033738732338,0.024151988327503204,0.02989557385444641,2.39597749710083,2.3960514068603516,0.0999109148979187,0.1949375867843628,0.09782714396715164,0.19390831887722015,49.01041846550652
18200,18200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/18200.pth,numbered,7.1302497417491395e-06,0.1330343633890152,1.0,0.9774436090225563,48.98878501064967,decoded,direct_vocab,23,11,512,0.020740900188684464,0.4916154146194458,0.4916154146194458,0.04195881262421608,0.9945372939109802,0.9945372939109802,0.4943157136440277,0.03480599820613861,0.024324310943484306,0.029565155506134033,0.03526128828525543,0.024145808070898056,0.029832234606146812,2.395979642868042,2.396057605743408,0.09989505261182785,0.1949293464422226,0.09782392531633377,0.1938934624195099,48.98868103083227
18400,18400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/18400.pth,numbered,7.1170043156598695e-06,0.13208316266536713,1.0,0.9774436090225563,48.96760348447003,decoded,direct_vocab,23,11,512,0.01362575776875019,0.4908148944377899,0.4908148944377899,0.02761097066104412,0.9945777654647827,0.9945777654647827,0.49349072575569153,0.034697629511356354,0.024324387311935425,0.02951100841164589,0.03515271097421646,0.02414354681968689,0.029776139184832573,2.3959832191467285,2.3960633277893066,0.09987534582614899,0.19491352140903473,0.0978209525346756,0.19387879967689514,48.967493602261285
18600,18600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/18600.pth,numbered,7.1112845034804195e-06,0.1311761885881424,1.0,0.9774436090225563,48.94718396811583,decoded,direct_vocab,23,11,512,0.0066609568893909454,0.4900442659854889,0.4900442659854889,0.01351938582956791,0.9946165084838867,0.9946165084838867,0.49269670248031616,0.03463628515601158,0.02429974265396595,0.02946801483631134,0.03509204462170601,0.02411712519824505,0.02973237819969654,2.395986795425415,2.396069288253784,0.09985433518886566,0.19489936530590057,0.0978178083896637,0.19386503100395203,48.94708384165049
18800,18800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/18800.pth,numbered,7.102855761331739e-06,0.1303035020828247,1.0,0.9774436090225563,48.927301284576295,decoded,direct_vocab,23,11,512,0.00047929584980010986,0.48929184675216675,0.48929184675216675,0.0009743334958329797,0.9946538209915161,0.9946538209915161,0.4919217526912689,0.034588977694511414,0.024267690256237984,0.029428333044052124,0.03504500538110733,0.02408316172659397,0.029690910130739212,2.3959896564483643,2.3960752487182617,0.09984220564365387,0.1948922872543335,0.09781534224748611,0.19385111331939697,48.92720073414876
19000,19000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/19000.pth,numbered,7.089610335242469e-06,0.1294790506362915,1.0,0.9774436090225563,48.9081751137517,decoded,direct_vocab,23,11,512,-0.006884988397359848,0.48856881260871887,0.48856881260871887,-0.01401731837540865,0.9946893453598022,0.9946893453598022,0.4911772906780243,0.03454166278243065,0.02425132319331169,0.02939649298787117,0.03499758616089821,0.024066295474767685,0.02965841256082058,2.395993709564209,2.39608097076416,0.09982767701148987,0.1948855072259903,0.09781407564878464,0.19383803009986877,48.908078290506495
19200,19200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/19200.pth,numbered,7.081181138346437e-06,0.12862344086170197,1.0,0.9774436090225563,48.88907058561007,decoded,direct_vocab,23,11,512,-0.01353023573756218,0.48784682154655457,0.48784682154655457,-0.027588272467255592,0.9947240948677063,0.9947240948677063,0.49043431878089905,0.0344834178686142,0.024237899109721184,0.029360659420490265,0.0349409356713295,0.024052152410149574,0.029623353853821754,2.3959975242614746,2.3960866928100586,0.09981618076562881,0.194879412651062,0.09781301766633987,0.19382551312446594,48.88897708152754
19400,19400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/19400.pth,numbered,7.075461780914338e-06,0.12779369950294495,1.0,0.9774436090225563,48.87101305307696,decoded,direct_vocab,23,11,512,-0.019391052424907684,0.48716413974761963,0.48716413974761963,-0.03959525376558304,0.9947571754455566,0.9947571754455566,0.48973172903060913,0.03443530574440956,0.02423958294093609,0.02933744341135025,0.03489474579691887,0.024052157998085022,0.029600365087389946,2.3960001468658447,2.396092414855957,0.0998072624206543,0.19487372040748596,0.09781335294246674,0.193815678358078,48.87092624087071
19600,19600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/19600.pth,numbered,7.063420071062865e-06,0.12686680257320404,1.0,0.9774436090225563,48.85350496129899,decoded,direct_vocab,23,11,512,-0.024956442415714264,0.48650094866752625,0.48650094866752625,-0.05103049799799919,0.994788646697998,0.994788646697998,0.4890495538711548,0.03439243882894516,0.024229956790804863,0.029311198741197586,0.03485221043229103,0.02404041960835457,0.029572544619441032,2.396003246307373,2.3960978984832764,0.09979536384344101,0.19488240778446198,0.09781467914581299,0.193807452917099,48.85341844887239
19800,19800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/19800.pth,numbered,7.054991783661535e-06,0.12602099776268005,1.0,0.9774436090225563,48.83619384673401,decoded,direct_vocab,23,11,512,-0.02972673997282982,0.4858470559120178,0.4858470559120178,-0.060868337750434875,0.9948182106018066,0.9948182106018066,0.48837772011756897,0.034358713775873184,0.024237381294369698,0.029298048466444016,0.03481787070631981,0.024045612663030624,0.029556820169091225,2.3960046768188477,2.3961026668548584,0.09978240728378296,0.1948995739221573,0.09781703352928162,0.19380012154579163,48.836106847610715
20000,20000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/20000.pth,numbered,7.047767212498002e-06,0.12526988983154297,1.0,0.9774436090225563,48.81947084261571,decoded,direct_vocab,23,11,512,-0.03375711664557457,0.48521551489830017,0.48521551489830017,-0.06921273469924927,0.9948448538780212,0.9948448538780212,0.48772984743118286,0.03432236611843109,0.02425636164844036,0.0292893648147583,0.03477900102734566,0.02406332828104496,0.029544925317168236,2.396008253097534,2.3961079120635986,0.09976524859666824,0.19490483403205872,0.09781906753778458,0.19379305839538574,48.81938671809848
20200,20200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/20200.pth,numbered,7.041746357572265e-06,0.12452811002731323,1.0,0.9774436090225563,48.80319995356492,decoded,direct_vocab,23,11,512,-0.03691871091723442,0.48460185527801514,0.48460185527801514,-0.0757928192615509,0.994870662689209,0.994870662689209,0.48710036277770996,0.03430071473121643,0.024265272542834282,0.02928299456834793,0.034755200147628784,0.02407015487551689,0.029535114765167236,2.3960118293762207,2.3961119651794434,0.09974759817123413,0.19490550458431244,0.09782113879919052,0.19378632307052612,48.80312109800202
20400,20400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/20400.pth,numbered,7.036027000140166e-06,0.1237877607345581,1.0,0.9774436090225563,48.787568862504486,decoded,direct_vocab,23,11,512,-0.04002772644162178,0.48401254415512085,0.48401254415512085,-0.0822775810956955,0.9948949217796326,0.9948949217796326,0.4864961504936218,0.03427083045244217,0.024273552000522614,0.02927219122648239,0.034724168479442596,0.024075914174318314,0.029521189630031586,2.3960137367248535,2.3961169719696045,0.09972928464412689,0.19490495324134827,0.09782274812459946,0.1937793642282486,48.78749184321287
20600,20600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/20600.pth,numbered,7.018868018349167e-06,0.12309341132640839,1.0,0.9774436090225563,48.771818449106405,decoded,direct_vocab,23,11,512,-0.042263150215148926,0.4834173917770386,0.4834173917770386,-0.08698143810033798,0.9949173331260681,0.9949173331260681,0.48588699102401733,0.034242480993270874,0.024279750883579254,0.029261115938425064,0.0346938818693161,0.024081507697701454,0.029508264735341072,2.39601731300354,2.3961212635040283,0.09971413016319275,0.19489817321300507,0.0978236123919487,0.1937711536884308,48.77174870434407
20800,20800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/20800.pth,numbered,7.01284716342343e-06,0.12241997569799423,1.0,0.9774436090225563,48.756672656466755,decoded,direct_vocab,23,11,512,-0.043094292283058167,0.4828453063964844,0.4828453063964844,-0.08879898488521576,0.9949386119842529,0.9949386119842529,0.4853016138076782,0.03420085459947586,0.02429262548685074,0.0292467400431633,0.03465021774172783,0.024094486609101295,0.029492439702153206,2.3960213661193848,2.3961262702941895,0.09969929605722427,0.1948939561843872,0.09782297164201736,0.19376027584075928,48.7565951067776
21000,21000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/21000.pth,numbered,7.005020506767323e-06,0.12177825719118118,1.0,0.9774436090225563,48.74193651691538,decoded,direct_vocab,23,11,512,-0.04314577579498291,0.48228931427001953,0.48228931427001953,-0.08900947868824005,0.9949599504470825,0.9949599504470825,0.48473238945007324,0.034156057983636856,0.024310685694217682,0.02923337183892727,0.034604139626026154,0.024113496765494347,0.029479073360562325,2.3960254192352295,2.3961305618286133,0.09968588501214981,0.19489116966724396,0.0978219211101532,0.1937483847141266,48.74186255201028
21200,21200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/21200.pth,numbered,6.997193395363865e-06,0.12119308859109879,1.0,0.9774436090225563,48.727440812509045,decoded,direct_vocab,23,11,512,-0.04230469837784767,0.4817432761192322,0.4817432761192322,-0.08737505227327347,0.9949803352355957,0.9949803352355957,0.48417365550994873,0.034115422517061234,0.024316657334566116,0.029216039925813675,0.034561965614557266,0.024120578542351723,0.029461611062288284,2.396028757095337,2.3961353302001953,0.099667988717556,0.19488301873207092,0.09782060235738754,0.19373586773872375,48.727368544920424
21400,21400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/21400.pth,numbered,6.994182967900997e-06,0.12068209052085876,1.0,0.9774436090225563,48.713352828397056,decoded,direct_vocab,23,11,512,-0.04166590794920921,0.48121294379234314,0.48121294379234314,-0.08615228533744812,0.9950003623962402,0.9950003623962402,0.4836309254169464,0.03407999500632286,0.02434821054339409,0.029214102774858475,0.03452571481466293,0.024152720347046852,0.02945939637720585,2.396031379699707,2.3961398601531982,0.0996568500995636,0.19488534331321716,0.09781874716281891,0.19372257590293884,48.71328244656431
21600,21600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/21600.pth,numbered,6.9854536377533805e-06,0.1202026978135109,1.0,0.9774436090225563,48.699731822778595,decoded,direct_vocab,23,11,512,-0.040925171226263046,0.4807005524635315,0.4807005524635315,-0.08471240103244781,0.9950183629989624,0.9950183629989624,0.48310720920562744,0.03404514119029045,0.02436203882098198,0.029203590005636215,0.034490957856178284,0.02416711300611496,0.029449686408042908,2.3960323333740234,2.396143913269043,0.09964878112077713,0.19489160180091858,0.09781748056411743,0.19370946288108826,48.699666022500864
21800,21800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/21800.pth,numbered,6.983346338529373e-06,0.1197967454791069,1.0,0.9774436090225563,48.68665780872992,decoded,direct_vocab,23,11,512,-0.03982583433389664,0.48020827770233154,0.48020827770233154,-0.08252275735139847,0.9950352907180786,0.9950352907180786,0.4826042652130127,0.03399044647812843,0.02438044361770153,0.029185444116592407,0.03443589434027672,0.02418532967567444,0.029431317001581192,2.396034002304077,2.3961479663848877,0.09964030981063843,0.1948947012424469,0.09781612455844879,0.19369609653949738,48.68660366031464
22000,22000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/22000.pth,numbered,6.97792802384356e-06,0.11936360597610474,1.0,0.9774436090225563,48.673853358568316,decoded,direct_vocab,23,11,512,-0.03861190751194954,0.479725182056427,0.479725182056427,-0.08008933812379837,0.9950524568557739,0.9950524568557739,0.4821104407310486,0.03394460678100586,0.0243969839066267,0.029170796275138855,0.034388747066259384,0.02420254796743393,0.029416389763355255,2.3960371017456055,2.396151542663574,0.09962718933820724,0.1948883831501007,0.09781509637832642,0.1936831772327423,48.673787332014626
22200,22200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/22200.pth,numbered,6.967993613216095e-06,0.11886273324489594,1.0,0.9774436090225563,48.661191516658654,decoded,direct_vocab,23,11,512,-0.03819098323583603,0.47924861311912537,0.47924861311912537,-0.07929637283086777,0.9950693845748901,0.9950693845748901,0.4816233217716217,0.03391829878091812,0.02439797669649124,0.02915813773870468,0.03436284884810448,0.024204369634389877,0.02940506488084793,2.3960392475128174,2.396155834197998,0.09961899369955063,0.19488131999969482,0.09781425446271896,0.19366972148418427,48.66113695753522
22400,22400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/22400.pth,numbered,6.964080512261717e-06,0.1183461993932724,1.0,0.9774436090225563,48.64875932495529,decoded,direct_vocab,23,11,512,-0.03725625202059746,0.4787806272506714,0.4787806272506714,-0.07743242383003235,0.9950851798057556,0.9950851798057556,0.48114538192749023,0.03390391170978546,0.024414025247097015,0.02915896847844124,0.03434847667813301,0.02422078512609005,0.029406629502773285,2.396042823791504,2.3961591720581055,0.09960974752902985,0.19487570226192474,0.09781273454427719,0.1936550736427307,48.64869657771868
22600,22600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/22600.pth,numbered,6.95896278557484e-06,0.11780636757612228,1.0,0.9774436090225563,48.636687880509776,decoded,direct_vocab,23,11,512,-0.03653242439031601,0.47832825779914856,0.47832825779914856,-0.07600117474794388,0.99510258436203,0.99510258436203,0.480682373046875,0.03387927636504173,0.024413783103227615,0.029146529734134674,0.03432180732488632,0.02422189712524414,0.029393885284662247,2.3960471153259277,2.396162986755371,0.0996035635471344,0.19486427307128906,0.09781109541654587,0.1936398148536682,48.63662447409745
22800,22800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/22800.pth,numbered,6.953544016141677e-06,0.11732260882854462,1.0,0.9774436090225563,48.625216971196856,decoded,direct_vocab,23,11,512,-0.037004921585321426,0.47789883613586426,0.47789883613586426,-0.07705460488796234,0.9951190948486328,0.9951190948486328,0.48024284839630127,0.03385872766375542,0.024420589208602905,0.02913965843617916,0.03429912030696869,0.024229753762483597,0.029386118054389954,2.396050214767456,2.396167039871216,0.0996003970503807,0.19485656917095184,0.09780970215797424,0.19362422823905945,48.62515690246215
23000,23000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/23000.pth,numbered,6.9436100602615625e-06,0.11690311133861542,1.0,0.9774436090225563,48.61404332774503,decoded,direct_vocab,23,11,512,-0.036800459027290344,0.477481484413147,0.477481484413147,-0.07669708877801895,0.9951353669166565,0.9951353669166565,0.47981560230255127,0.03383619710803032,0.024440767243504524,0.029138483107089996,0.03427441418170929,0.02425089105963707,0.029383810237050056,2.3960540294647217,2.3961706161499023,0.09960189461708069,0.19485831260681152,0.09780819714069366,0.19360800087451935,48.61398418158928
23200,23200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/23200.pth,numbered,6.940298590052407e-06,0.11649586260318756,1.0,0.9774436090225563,48.603282628384804,decoded,direct_vocab,23,11,512,-0.036261606961488724,0.4770810604095459,0.4770810604095459,-0.07563881576061249,0.9951529502868652,0.9951529502868652,0.4794047474861145,0.03381888568401337,0.024457108229398727,0.029137996956706047,0.034254930913448334,0.024268483743071556,0.02938229963183403,2.396056890487671,2.396174192428589,0.09960129112005234,0.19485501945018768,0.09780633449554443,0.19359079003334045,48.60322832601696
23400,23400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/23400.pth,numbered,6.938192200323101e-06,0.1161143034696579,1.0,0.9774436090225563,48.59317557958269,decoded,direct_vocab,23,11,512,-0.036411020904779434,0.4767048954963684,0.4767048954963684,-0.07601166516542435,0.9951694011688232,0.9951694011688232,0.47901883721351624,0.03380480036139488,0.024462193250656128,0.029133496806025505,0.03423908352851868,0.024274831637740135,0.029377194121479988,2.396061897277832,2.3961777687072754,0.09959560632705688,0.1948503851890564,0.09780371189117432,0.19357188045978546,48.59312072542715
23600,23600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/23600.pth,numbered,6.937590569577878e-06,0.1157885417342186,1.0,0.9774436090225563,48.583768301771464,decoded,direct_vocab,23,11,512,-0.03738700971007347,0.47635459899902344,0.47635459899902344,-0.07810785621404648,0.9951862096786499,0.9951862096786499,0.4786587655544281,0.03379930183291435,0.02447417378425598,0.029136737808585167,0.034231435507535934,0.024288292974233627,0.02937993034720421,2.396066188812256,2.396181344985962,0.09959258884191513,0.19485005736351013,0.09780099987983704,0.19355307519435883,48.583722086289484
23800,23800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/23800.pth,numbered,6.935181772860233e-06,0.1154993399977684,1.0,0.9774436090225563,48.574596766477605,decoded,direct_vocab,23,11,512,-0.038443829864263535,0.47601082921028137,0.47601082921028137,-0.08037492632865906,0.9952009916305542,0.9952009916305542,0.47830623388290405,0.03379972651600838,0.02448119968175888,0.02914046309888363,0.03423159942030907,0.02429700642824173,0.029385287314653397,2.396070957183838,2.3961846828460693,0.09958794713020325,0.19484864175319672,0.0977984070777893,0.19353434443473816,48.5745478037206
24000,24000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/24000.pth,numbered,6.928859875188209e-06,0.11524221301078796,1.0,0.9774436090225563,48.56538356114771,decoded,direct_vocab,23,11,512,-0.03986498340964317,0.4756660759449005,0.4756660759449005,-0.08340777456760406,0.9952155351638794,0.9952155351638794,0.47795283794403076,0.033792413771152496,0.024492543190717697,0.029142478480935097,0.03422531858086586,0.024310175329446793,0.02939014509320259,2.3960752487182617,2.3961877822875977,0.09958507120609283,0.19484418630599976,0.09779595583677292,0.19351552426815033,48.56533031488358
24200,24200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/24200.pth,numbered,6.921635304024676e-06,0.114992655813694,1.0,0.9774436090225563,48.555946323935736,decoded,direct_vocab,23,11,512,-0.041716042906045914,0.4753150939941406,0.4753150939941406,-0.08734644204378128,0.9952305555343628,0.9952305555343628,0.47759294509887695,0.033811409026384354,0.02449890226125717,0.029155155643820763,0.034245990216732025,0.024317875504493713,0.02940557524561882,2.396078109741211,2.396191120147705,0.09957842528820038,0.19484500586986542,0.09779410064220428,0.19349747896194458,48.555906184424416
24400,24400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/24400.pth,numbered,6.918925919308094e-06,0.11472925543785095,1.0,0.9774436090225563,48.54714486711175,decoded,direct_vocab,23,11,512,-0.04361576586961746,0.47498783469200134,0.47498783469200134,-0.09138838946819305,0.9952449798583984,0.9952449798583984,0.4772571921348572,0.03382756933569908,0.024514995515346527,0.029171282425522804,0.034264445304870605,0.024335594847798347,0.029425114393234253,2.3960790634155273,2.3961939811706543,0.09957925975322723,0.1948574185371399,0.09779202193021774,0.19347988069057465,48.54710256021658
24600,24600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/24600.pth,numbered,6.915614449098939e-06,0.1144733875989914,1.0,0.9774436090225563,48.538453863821815,decoded,direct_vocab,23,11,512,-0.045960500836372375,0.47466498613357544,0.47466498613357544,-0.09636825323104858,0.9952597618103027,0.9952597618103027,0.47692573070526123,0.03383741155266762,0.024538636207580566,0.029188023880124092,0.03427626192569733,0.024360697716474533,0.029445039108395576,2.396080255508423,2.3961966037750244,0.09957621246576309,0.19487139582633972,0.09779014438390732,0.19346284866333008,48.53841176833238
24800,24800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/24800.pth,numbered,6.909594048920553e-06,0.11422429233789444,1.0,0.9774436090225563,48.52982188064525,decoded,direct_vocab,23,11,512,-0.04902229458093643,0.47434544563293457,0.47434544563293457,-0.10285890847444534,0.9952748417854309,0.9952748417854309,0.47659745812416077,0.03383999690413475,0.024568408727645874,0.029204202815890312,0.03428076580166817,0.02439235709607601,0.02946486510336399,2.3960816860198975,2.3961989879608154,0.09956776350736618,0.19487062096595764,0.09778877347707748,0.1934465765953064,48.52977475824442
25000,25000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/25000.pth,numbered,6.903573193994816e-06,0.11401072144508362,1.0,0.9774436090225563,48.52156008936974,decoded,direct_vocab,23,11,512,-0.0529109351336956,0.4740411937236786,0.4740411937236786,-0.1110910102725029,0.9952898025512695,0.9952898025512695,0.47628459334373474,0.03384450450539589,0.024596435949206352,0.029220469295978546,0.034286387264728546,0.024422558024525642,0.029484638944268227,2.3960838317871094,2.3962013721466064,0.09955646097660065,0.19487214088439941,0.09778767079114914,0.19343113899230957,48.52152490293612
25200,25200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/25200.pth,numbered,6.9032726059958804e-06,0.11386864632368088,1.0,0.9774436090225563,48.51365792307208,decoded,direct_vocab,23,11,512,-0.057383209466934204,0.47374990582466125,0.47374990582466125,-0.12055671960115433,0.9953039288520813,0.9953039288520813,0.47598516941070557,0.033848486840724945,0.02460659295320511,0.029227539896965027,0.03429381549358368,0.024434436112642288,0.029496945440769196,2.396084785461426,2.3962032794952393,0.09954746812582016,0.19487658143043518,0.09778677672147751,0.193416029214859,48.51361962441578
25400,25400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/25400.pth,numbered,6.896650120324921e-06,0.11374097317457199,1.0,0.9774436090225563,48.50599040401499,decoded,direct_vocab,23,11,512,-0.06180456653237343,0.47346749901771545,0.47346749901771545,-0.12992489337921143,0.9953182935714722,0.9953182935714722,0.47569456696510315,0.03384462743997574,0.024617744609713554,0.02923118695616722,0.034293755888938904,0.024447165429592133,0.02950589545071125,2.3960859775543213,2.396204710006714,0.09953969717025757,0.1948794722557068,0.09778617322444916,0.1934012472629547,48.50594836066178
25600,25600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/25600.pth,numbered,6.891532393638045e-06,0.11360521614551544,1.0,0.9774436090225563,48.49843117312298,decoded,direct_vocab,23,11,512,-0.06668779253959656,0.4731886684894562,0.4731886684894562,-0.14027485251426697,0.9953317046165466,0.9953317046165466,0.47540801763534546,0.033847831189632416,0.024631021544337273,0.02923942729830742,0.034299757331609726,0.024461982771754265,0.02951854094862938,2.3960869312286377,2.396206855773926,0.09953171759843826,0.19488179683685303,0.09778553992509842,0.19338586926460266,48.49838789000813
25800,25800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/25800.pth,numbered,6.889425094414037e-06,0.11344976723194122,1.0,0.9774436090225563,48.491308758521704,decoded,direct_vocab,23,11,512,-0.07210525125265121,0.4729265570640564,0.4729265570640564,-0.1517561376094818,0.9953436851501465,0.9953436851501465,0.47513896226882935,0.03385792672634125,0.024627555161714554,0.0292427409440279,0.03431229293346405,0.02445976436138153,0.029525479301810265,2.3960883617401123,2.3962085247039795,0.0995195135474205,0.19487398862838745,0.0977843850851059,0.1933702528476715,48.49127559256149
