,epoch,stored_train_accuracy,computed_train_accuracy,stored_test_accuracy,computed_test_accuracy,train_abs_diff,test_abs_diff
0,0,0.03787878787878788,0.03787878900766373,0.06015037593984962,0.060150377452373505,1.1288758469674143e-09,1.5125238839175381e-09
1,11000,1.0,1.0,0.9624060150375939,0.9624060392379761,0.0,2.420038214268061e-08
