,metric,"pearson(decoded,raw)",mean_abs_ratio(decoded/raw)
0,ell_neuron,-0.9937208309298452,41.01474535211316
4,top1_out,-0.8641417121902066,1.0380376066029653
1,ell_neuron_norm,-0.6076473669151103,41.34317559106977
2,ell_global,0.1318829270538658,2.6271231387867657
3,coherence_joint_weighted,0.9781956338704596,0.9248464368123918
5,sum_alpha2beta2,0.9999911906555223,1.091406470870195
